Metabolites,Count_-2_4,Count_-6_pre,Count_-6_6,Count_-6_8,Count_-2_10,Count_-6_10,Count_-2_8,Count_-2_6,Count_-6_2,Count_-6_4,Count_-2_pre,Count_-2_2,Mean_-2_4,Mean_-6_pre,Mean_-6_6,Mean_-6_8,Mean_-2_10,Mean_-6_10,Mean_-2_8,Mean_-2_6,Mean_-6_2,Mean_-6_4,Mean_-2_pre,Mean_-2_2,P_value_A_-2_4_vs_-6_4,P_value_A_-6_pre_vs_-2_pre,P_value_A_-6_6_vs_-2_6,P_value_A_-6_8_vs_-2_8,P_value_A_-2_10_vs_-6_10,P_value_A_-6_2_vs_-2_2,Flag_A_-2_4_vs_-6_4,Flag_A_-6_pre_vs_-2_pre,Flag_A_-6_6_vs_-2_6,Flag_A_-6_8_vs_-2_8,Flag_A_-2_10_vs_-6_10,Flag_A_-6_2_vs_-2_2,,Negative means -2 is significantly larger
Unknown 163,2,3,3,3,3,3,3,3,3,3,3,2,13.77045027,13.24062473,12.84423362,13.81817187,13.52820798,13.31081713,14.02634618,13.56000954,13.5641756,12.60508477,11.46183846,11.06382951,0.12813309,0.013132651,0.289353151,0.75515294,0.744707619,0.002619228,0,1,0,0,0,1,,
Unknown 164,2,3,3,3,3,3,3,3,3,3,3,2,14.48322353,14.52698973,14.51509986,14.1362579,14.85583452,14.78271435,14.20937807,14.58822003,14.54463967,14.41010337,14.60010989,14.61775984,0.909763375,0.899169993,0.899169993,0.899169993,0.899169993,0.909763375,0,0,0,0,0,0,,
Unknown 165,2,3,3,3,3,3,3,3,3,3,3,2,14.54237915,14.21767441,14.34806518,13.8304218,14.40529984,13.92170592,14.08223996,14.56256179,14.18155979,14.39401339,13.79395613,14.287483,0.555107487,0.068784794,0.34324335,0.267687394,0.039916761,0.672922037,0,0,0,0,1,0,,
Unknown 166,2,3,3,3,3,3,3,3,3,3,3,2,16.21237404,16.40919921,15.99948453,15.37848274,14.39927397,15.61719888,16.2863836,15.1855096,15.81719954,15.27807712,15.2371946,16.55873809,0.205979301,0.081185211,0.217567521,0.170817624,0.070709586,0.312215387,0,0,0,0,0,0,,
Unknown 167,2,3,3,3,3,3,3,3,3,3,3,2,12.61653975,12.51584754,12.50397177,11.98769927,12.67973243,12.82184836,12.00193989,12.55220236,12.87497601,12.61534039,12.87601067,11.12339503,0.998999397,0.674351354,0.955038066,0.986717617,0.868089474,0.07743223,0,0,0,0,0,0,,
Unknown 168,2,3,3,3,3,3,3,3,3,3,3,2,15.66696595,15.48214876,14.73648371,15.40928416,14.74197866,14.59566701,15.55559581,14.88279536,15.16967435,15.5206543,15.62846041,15.315986,0.897292888,0.885254948,0.885254948,0.885254948,0.885254948,0.897292888,0,0,0,0,0,0,,
Unknown 169,2,3,3,3,3,3,3,3,3,3,3,2,14.93093306,15.3379309,15.37567521,15.36145876,15.56473946,15.6004136,15.32578462,15.34000107,15.24651411,14.9666072,15.30225676,15.21083996,0.948511094,0.942444342,0.942444342,0.942444342,0.942444342,0.948511094,0,0,0,0,0,0,,
Unknown 170,2,3,3,3,3,3,3,3,3,3,3,2,13.87275842,14.71011027,15.1254081,14.9133195,15.23585355,12.78223693,14.81990462,14.70261332,14.50180501,14.61106703,14.73019229,15.08928735,0.546052922,0.98529097,0.69840894,0.931663918,0.032778525,0.630443583,0,0,0,0,1,0,,
Unknown 171,2,3,3,3,3,3,3,3,3,3,3,2,14.66060895,15.35474804,14.64719662,15.45556494,15.23309597,13.83667508,14.21921137,16.19652984,15.68234865,14.46107309,15.36224776,13.8281817,0.883401966,0.995081534,0.211118718,0.315195488,0.258121585,0.181840608,0,0,0,0,0,0,,
Unknown 172,2,3,3,3,3,3,3,3,3,3,3,2,15.81280641,15.58197442,15.54733843,15.61738953,15.8145284,15.73854011,15.69337783,15.62332673,15.41375628,15.73681812,15.65796272,15.48974458,0.812519528,0.790910283,0.790910283,0.790910283,0.790910283,0.812519528,0,0,0,0,0,0,,
Unknown 173,2,3,3,3,3,3,3,3,3,3,3,2,12.80362896,14.11666408,15.61586039,14.68899802,14.18594393,15.67323488,15.83925804,14.97791349,14.77669729,14.36700535,14.17747028,15.41484043,0.113507964,0.943508433,0.460037383,0.188900158,0.093505122,0.508085555,0,0,0,0,0,0,,
Unknown 174,2,3,3,3,3,3,3,3,3,3,3,2,15.86326877,16.10802411,15.899734,15.84801823,15.91473637,16.30280523,15.91485814,14.92683887,16.14584384,15.50018389,15.07102092,15.51959097,0.497215317,0.03826217,0.050593068,0.888310796,0.418281965,0.246475539,0,1,0,0,0,0,,
Unknown 175,2,3,3,3,3,3,3,3,3,3,3,2,15.75049945,15.69800322,16.02409756,15.89731805,16.18010958,15.70882478,16.04043771,16.1318861,15.8572316,15.88084699,15.91123166,15.92956541,0.61921581,0.36656646,0.645767058,0.542402046,0.053785514,0.782298144,0,0,0,0,0,0,,
Unknown 176,2,3,3,3,3,3,3,3,3,3,3,2,18.20775823,18.39233161,18.59449954,18.4958959,18.62511957,18.37619712,18.55090995,18.26063463,18.44716547,18.50121792,18.78004058,18.53380484,0.380155442,0.199450278,0.266875617,0.85282035,0.404830843,0.793921288,0,0,0,0,0,0,,
Unknown 177,2,3,3,3,3,3,3,3,3,3,3,2,14.0428644,13.77026944,14.50401983,14.84051599,14.721503,14.80448971,15.02104138,15.12360708,14.53467979,14.68778885,14.85639328,14.90525326,0.130332055,0.007250307,0.10553975,0.627717589,0.823220439,0.376307131,0,-1,0,0,0,0,,
Unknown 178,2,3,3,3,3,3,3,3,3,3,3,2,14.17486991,13.85419114,14.17726367,13.98192435,14.20763055,14.33108336,14.15317273,14.18128062,14.00670853,14.46761618,14.30328031,14.2789199,0.351575558,0.116842132,0.988482382,0.540046609,0.658021246,0.385744737,0,0,0,0,0,0,,
Unknown 179,2,3,3,3,3,3,3,3,3,3,3,2,15.31675343,16.43239031,15.39442136,15.61230906,15.2363012,15.32391799,15.52469227,15.30680457,15.12119417,15.40437022,16.34477352,15.03357738,0.891875166,0.879211947,0.879211947,0.879211947,0.879211947,0.891875166,0,0,0,0,0,0,,
Unknown 180,1,2,3,2,1,3,2,3,2,2,3,2,13.78761531,14.7153235,13.83959824,15.13282096,15.34814774,15.28342787,15.19754083,13.90431812,14.88059166,13.72289543,14.78004338,14.94531154,0.959883125,0.946197709,0.939859871,0.950878558,0.957452117,0.950878558,0,0,0,0,0,0,,
Unknown 181,2,3,3,3,3,3,3,3,3,3,3,2,14.54402014,14.9829349,14.1895676,14.4087483,14.46817488,14.82799953,13.6557828,14.84060691,13.85383543,13.84504119,15.59656367,16.04179568,0.600210408,0.606923901,0.585323506,0.528486074,0.762434385,0.110176541,0,0,0,0,0,0,,
Unknown 182,2,3,3,3,3,3,3,3,3,3,3,2,14.37720691,14.68681916,14.42083054,14.92778474,14.90642487,14.8564479,14.97776171,14.47080751,14.80001652,14.32722994,14.73679613,14.84999349,0.966572475,0.962629815,0.962629815,0.962629815,0.962629815,0.966572475,0,0,0,0,0,0,,
Unknown 183,2,3,3,3,3,3,3,3,3,3,3,2,15.64950552,14.11930776,14.18050799,14.91130692,15.03349638,15.05543104,12.5528275,14.57057434,14.47535248,14.28635441,12.4938697,15.24349193,0.343417745,0.210138718,0.759639169,0.074406526,0.986258393,0.59080206,0,0,0,0,0,0,,
Unknown 184,2,3,3,3,3,3,3,3,3,3,3,2,17.2831751,14.97538693,18.21656887,15.99068733,16.338343,17.08887184,15.24015848,17.46604003,16.5106236,18.03370394,14.22485808,15.76009475,0.673740795,0.638016714,0.638016714,0.638016714,0.638016714,0.673740795,0,0,0,0,0,0,,
Unknown 185,2,3,3,3,3,3,3,3,3,3,3,2,14.28413438,14.68291992,14.47008938,14.69605903,14.6335043,14.00181702,14.59027901,14.57926397,14.6332809,14.77013985,14.60849233,14.84886507,0.260117107,0.844931292,0.774299179,0.781122887,0.107156457,0.613241065,0,0,0,0,0,0,,
Unknown 186,2,3,3,3,3,3,3,3,3,3,3,2,15.20663668,15.48531848,15.86881883,15.31215508,15.84767602,15.36246679,15.50543048,15.46354855,15.49183801,15.51179287,15.73875972,15.54975614,0.48778705,0.519084314,0.306092307,0.622236403,0.222820191,0.894668749,0,0,0,0,0,0,,
Unknown 187,2,3,3,3,3,3,3,3,3,3,3,2,18.59727374,18.68522039,18.87937226,18.76594588,18.77447825,18.64577074,18.88120986,18.65443763,18.80083322,18.89401986,19.00426602,18.87949529,0.265107375,0.183100138,0.343021481,0.6243917,0.584811372,0.764638085,0,0,0,0,0,0,,
Unknown 188,2,3,3,3,3,3,3,3,3,3,3,2,17.80811714,17.86854783,16.19863973,17.50449337,17.79233391,16.99876728,16.93484362,17.38987935,17.2917536,17.39703441,17.52272264,17.5644221,0.606987618,0.628407594,0.10501012,0.427458095,0.272171736,0.732524833,0,0,0,0,0,0,,
Unknown 189,2,3,3,3,3,3,3,3,3,3,3,2,17.61843861,17.64768131,17.99249268,17.42106001,17.97272626,17.42332379,17.58440946,17.70790919,17.45562608,17.68183617,17.78152903,17.88598714,0.871208205,0.702347351,0.419228891,0.641214925,0.126277998,0.277530329,0,0,0,0,0,0,,
Unknown 190,2,3,3,3,3,3,3,3,3,3,3,2,15.57704605,15.87597298,15.475114,15.94270893,13.30613371,16.00308409,14.51040998,13.66094087,14.58639624,13.91803685,14.55477165,15.79316849,0.18443089,0.23536654,0.108038654,0.199542592,0.020795841,0.329734575,0,0,0,0,-1,0,,
Unknown 191,2,3,3,3,3,3,3,3,3,3,3,2,11.63608497,13.92338527,14.43431836,14.03472996,14.33944918,11.28830032,14.74594584,12.89747217,14.36788633,13.02858815,14.44706047,14.0183826,0.32295808,0.674874602,0.225284354,0.56954972,0.021416441,0.802024683,0,0,0,0,1,0,,
Unknown 192,2,3,3,3,3,3,3,3,3,3,3,1,16.73004539,16.93503986,16.37194381,16.46294506,17.03548767,17.43118364,16.06724909,15.97624784,16.056937,17.12574135,16.53934389,15.66124103,0.62390329,0.583827069,0.583827069,0.583827069,0.583827069,0.697971367,0,0,0,0,0,0,,
Unknown 193,2,3,3,3,3,3,3,3,3,3,3,2,15.49516122,15.75115435,15.57550498,16.16540281,16.09679077,16.11395173,16.14824185,15.55834402,15.67480229,15.51232218,15.73399339,15.65764133,0.981382615,0.979185636,0.979185636,0.979185636,0.979185636,0.981382615,0,0,0,0,0,0,,
Unknown 194,2,2,3,3,3,3,3,2,3,2,3,2,14.78468333,14.43342329,14.8353016,14.11868319,14.74465456,14.33305931,14.4826326,15.40780296,12.387037,14.89670103,14.64616571,15.35039023,0.9315786,0.858278075,0.631757777,0.732989004,0.699759123,0.020783821,0,0,0,0,0,-1,,
Unknown 195,2,3,3,3,3,3,3,3,3,3,3,2,16.61692732,16.54997251,16.65616385,16.64943453,16.63390926,16.57453209,16.5955215,16.42209789,16.58132318,16.85612857,16.77697051,16.51838135,0.343016696,0.315010542,0.300530702,0.80933034,0.790464939,0.801084518,0,0,0,0,0,0,,
Unknown 196,2,3,3,3,3,3,3,3,3,3,3,2,16.10140785,15.35211141,15.46538319,15.57405238,15.71357866,15.9954213,15.69616321,15.61797691,15.69335706,15.66171608,15.30687219,15.40243299,0.160826563,0.868942759,0.579065924,0.656682688,0.309617189,0.347382845,0,0,0,0,0,0,,
Unknown 197,2,3,3,3,3,3,3,3,3,3,3,2,15.81084741,15.60301359,15.94418583,15.70167458,15.97673894,15.56297051,15.62254266,16.00810657,15.62698359,15.72702989,15.6081234,15.85016485,0.73445722,0.98153024,0.77233637,0.720354486,0.071164817,0.370249464,0,0,0,0,0,0,,
Unknown 198,2,3,3,3,3,3,3,3,3,3,3,2,16.07651962,15.64510098,15.96035156,16.03977595,15.95697282,16.14425498,16.18061195,16.03423319,15.93038465,16.01561605,15.98799298,16.05439967,0.739918646,0.045882837,0.652889903,0.394142033,0.260160202,0.500775211,0,-1,0,0,0,0,,
Unknown 199,2,3,3,3,3,3,3,3,3,3,3,2,15.57452483,15.24985668,15.28057768,15.61950143,15.41969978,16.03829402,15.83331788,15.54590735,15.10494151,15.02557201,15.33357814,15.4529756,0.30326718,0.859001011,0.574696443,0.650707637,0.197773931,0.510887724,0,0,0,0,0,0,,
Unknown 200,2,3,3,3,3,3,3,3,3,3,3,2,15.72099272,15.50077908,15.94635285,15.61515936,15.84524481,15.54455293,15.56538016,15.80476216,15.50482249,15.85128257,15.69100896,15.94260085,0.58887534,0.380288662,0.512067517,0.816921728,0.170990017,0.078850676,0,0,0,0,0,0,,
Unknown 201,2,3,3,3,3,3,3,3,3,3,3,2,15.34309616,15.3658181,15.56910695,15.52811059,15.48240198,15.23148308,15.77902949,15.82002585,15.52111437,15.09217727,15.616737,15.77203327,0.491347439,0.442279033,0.442279033,0.442279033,0.442279033,0.491347439,0,0,0,0,0,0,,
Unknown 202,2,3,3,3,3,3,3,3,3,3,3,2,14.48808067,14.06786258,14.26448544,14.51076355,15.23200207,13.976011,15.08740339,14.16960101,14.37986632,15.29572875,14.59882336,14.64120243,0.318168121,0.460764451,0.894496108,0.423624904,0.089588064,0.744149139,0,0,0,0,0,0,,
Unknown 203,2,3,3,3,3,3,3,3,3,3,3,2,14.61087863,14.83988989,15.04684759,14.89179532,15.46115479,14.21354789,14.84842499,14.45121161,14.83620901,14.59226795,15.09625034,14.8953356,0.978175994,0.674162303,0.332911994,0.94318216,0.050012511,0.930748592,0,0,0,0,0,0,,
Unknown 204,2,3,3,3,3,3,3,3,3,3,3,2,15.36093467,15.31920163,15.50309895,14.511741,15.32299196,15.54309699,15.09984859,15.04139577,15.1404882,15.46291559,15.14390047,15.11605657,0.829901504,0.68013696,0.283048076,0.174961751,0.605112605,0.958933162,0,0,0,0,0,0,,
Unknown 205,2,3,3,3,3,3,3,3,3,3,3,2,14.07958458,14.8136768,14.57922924,15.45291889,16.17110302,15.23781169,15.31352169,15.88393966,14.47715956,15.70560495,14.44231617,16.38386596,0.134953895,0.695724779,0.17777107,0.883108657,0.330133244,0.082425968,0,0,0,0,0,0,,
Unknown 206,2,3,3,3,3,3,3,3,3,3,3,2,15.09257244,15.04869165,14.32840484,15.30258748,14.29517058,14.89506849,14.51312279,14.03375908,14.52673364,15.20725905,14.97957064,14.41883421,0.794598652,0.860684108,0.457113833,0.054825411,0.13754538,0.806488499,0,0,0,0,0,0,,
Unknown 207,2,3,3,3,3,3,3,3,3,3,3,2,20.40587774,19.96171657,20.15309179,20.03341916,20.00316876,20.05175817,19.98482974,20.10450238,19.78668709,20.45446715,19.91312716,19.73809768,0.856127548,0.839379858,0.839379858,0.839379858,0.839379858,0.856127548,0,0,0,0,0,0,,
Unknown 208,2,3,3,3,3,3,3,3,3,3,3,2,16.01003686,15.96860579,15.46365915,14.9735217,14.12178045,14.88504627,15.05054652,14.26434398,14.3145898,15.63214889,15.07550037,16.2650847,0.777475143,0.457671464,0.321048463,0.948603716,0.52490507,0.153915865,0,0,0,0,0,0,,
Unknown 209,2,3,3,3,3,3,3,3,3,3,3,2,15.77966932,15.8668283,16.02643373,15.86964104,15.95423942,15.86487421,15.96790546,15.64660165,15.8473519,15.68446086,15.9049327,15.67546268,0.696724302,0.86136139,0.092069388,0.653089372,0.68258855,0.483377361,0,0,0,0,0,0,,
Unknown 210,2,3,3,3,3,3,3,3,3,3,3,2,16.7891679,16.71088718,16.92563605,16.77110727,16.79345424,16.67096399,16.7179074,16.31323123,16.47086154,16.73511602,16.68572374,16.76833149,0.787300377,0.888245632,0.002228722,0.766575113,0.49616676,0.147020173,0,0,1,0,0,0,,
Unknown 211,2,3,3,3,3,3,3,3,3,3,3,2,14.97144465,14.41941944,13.72229034,15.33392521,14.29362705,13.90190807,13.98884024,14.54560192,14.42326367,15.29245094,14.53488653,13.18676057,0.7237093,0.886812462,0.315695984,0.107606553,0.630021608,0.181681195,0,0,0,0,0,0,,
Unknown 212,2,3,3,3,3,3,3,3,3,3,3,2,15.60698857,14.8606357,15.14697743,15.60043909,15.61155314,15.43392898,15.77806325,15.32460159,15.10097449,15.42936441,15.03825986,15.27859865,0.692748351,0.658802092,0.658802092,0.658802092,0.658802092,0.692748351,0,0,0,0,0,0,,
Unknown 213,2,3,3,3,3,3,3,3,3,3,3,2,20.67992573,20.21016885,21.18743254,20.77961084,20.95744063,20.83112842,20.5397139,20.47813916,20.37551363,21.13524257,20.01729458,20.47219939,0.188027598,0.526576747,0.027190645,0.432074563,0.677553067,0.775660219,0,0,1,0,0,0,,
Unknown 214,2,3,3,3,3,3,3,3,3,3,3,2,13.96896692,13.96484833,14.07786018,13.99809481,13.76109469,13.7922167,13.87648976,14.16515804,13.74042104,13.95806762,13.45114786,14.21444621,0.972811482,0.082945443,0.760458319,0.67137251,0.913366922,0.148025194,0,0,0,0,0,0,,
Unknown 215,2,3,3,3,3,3,3,3,3,3,3,2,17.75073453,17.61546089,17.75337702,17.76866612,17.88598928,17.50186776,17.89743614,17.71193314,17.68367523,17.70631004,17.43089276,17.65253822,0.81590327,0.285580156,0.808144953,0.453214593,0.032807708,0.870334882,0,0,0,0,1,0,,
Unknown 216,2,3,3,3,3,3,3,3,3,3,3,2,14.81490594,14.83620554,14.96999492,14.77623689,14.80496782,14.51972664,15.49425668,14.80407691,14.64008311,14.21957542,14.41033612,14.66658345,0.208551096,0.311372835,0.69033408,0.094582606,0.494933406,0.954531427,0,0,0,0,0,0,,
Unknown 217,2,3,3,3,3,3,3,3,3,3,3,2,14.32749414,14.23486576,14.30471517,14.16524579,14.87111544,15.09071706,13.94564417,14.08511355,14.59541897,14.54709576,14.01526414,14.37581735,0.803553431,0.780964558,0.780964558,0.780964558,0.780964558,0.803553431,0,0,0,0,0,0,,
Unknown 218,2,3,3,3,3,3,3,3,3,3,3,2,14.49494354,14.60437461,14.51528916,14.08250468,14.98121983,15.26214633,13.80157819,14.23436267,14.50626511,14.77587003,14.32344812,14.22533861,0.778668376,0.753401742,0.753401742,0.753401742,0.753401742,0.778668376,0,0,0,0,0,0,,
Unknown 219,2,3,3,3,3,3,3,3,3,3,3,2,15.93807635,14.35465317,14.32129006,15.66069128,15.29956958,14.26242738,14.9197726,15.42809074,16.17831838,16.06004262,14.92208437,13.55672044,0.927431247,0.63652796,0.360092725,0.537945135,0.390565172,0.06032235,0,0,0,0,0,0,,
Unknown 220,2,3,3,3,3,3,3,3,3,3,3,2,14.42281288,14.43214297,14.76045845,14.27773236,14.7992781,14.350011,14.67402422,14.29793057,13.95350875,14.64182377,14.86226214,14.44034091,0.659394778,0.337246037,0.302899105,0.375854939,0.316641207,0.331434261,0,0,0,0,0,0,,
Unknown 221,2,3,3,3,3,3,3,3,3,3,3,1,16.37939012,16.00326559,16.51291475,16.27773212,16.06426476,16.08156405,16.17519162,16.23395418,15.92256689,16.41489395,15.93773678,16.35105442,0.89844967,0.792412472,0.269271893,0.680832784,0.9445658,0.231394774,0,0,0,0,0,0,,
Unknown 222,2,3,3,3,3,3,3,3,3,3,3,2,16.39734048,16.64705901,16.93462475,17.1156338,16.63516542,17.15914761,16.92326481,16.72007462,16.8609627,17.04264008,16.88671777,16.20454511,0.201078377,0.589714696,0.629042446,0.664752123,0.244239668,0.19371083,0,0,0,0,0,0,,
Unknown 223,2,3,3,3,3,3,3,3,3,3,3,2,17.37656321,17.37245454,17.44282443,17.30447462,17.26526372,17.37564498,17.19409335,17.33244317,17.13923552,17.48694447,17.26207328,17.02885425,0.759737434,0.732478058,0.732478058,0.732478058,0.732478058,0.759737434,0,0,0,0,0,0,,
Unknown 224,2,3,3,3,3,3,3,3,3,3,3,2,17.41089807,16.7572015,17.56619682,17.06593273,17.52374211,16.66072202,16.98387921,16.49199038,16.8640653,17.08131917,16.94430897,16.97419994,0.474310149,0.648574338,0.014537011,0.841285826,0.044489181,0.810055045,0,0,1,0,1,0,,
Unknown 225,2,3,3,3,3,3,3,3,3,3,3,2,19.33150951,18.77965588,18.89019158,18.71812417,18.78916965,18.66812933,18.62487746,18.57950159,18.69066361,18.78591902,18.5544995,18.45424833,0.070362675,0.38969057,0.23879415,0.719763687,0.641759993,0.418717458,0,0,0,0,0,0,,
Unknown 226,2,3,3,3,3,3,3,3,3,3,3,2,21.03599594,20.81689186,21.31368518,21.10029387,21.19561222,20.82081486,20.91140756,20.74513507,20.94351213,20.76472967,20.70469197,20.82764597,0.419179443,0.707063785,0.066702955,0.528187836,0.216736033,0.728445191,0,0,0,0,0,0,,
Unknown 227,2,3,3,3,3,3,3,3,3,3,3,2,18.94779811,19.08824681,19.46266865,19.19661248,19.30988427,18.88349909,18.98858215,19.02901275,19.27936674,18.90474729,19.10511162,18.89073416,0.909516668,0.960296299,0.208837201,0.540916511,0.216297857,0.310630218,0,0,0,0,0,0,,
Unknown 228,2,3,3,3,3,3,3,3,3,3,3,2,17.8579516,17.35417081,17.66557193,17.64920857,17.43903291,17.53956131,17.49465477,17.35597067,17.46951706,17.28271112,17.8367002,17.32082432,0.046020709,0.059962432,0.216487262,0.531833108,0.683475615,0.590143331,1,0,0,0,0,0,,
Unknown 229,2,3,3,1,3,3,3,3,3,3,3,2,14.21578975,14.04586083,15.04919951,15.247132,15.2382561,13.45783783,14.52643003,13.5394801,14.58412828,13.82735674,11.55241202,13.89416466,0.730105763,0.02074565,0.144094904,0.613450704,0.088133753,0.541331924,0,1,0,0,0,0,,
Unknown 230,2,3,3,3,3,3,3,3,3,3,3,2,14.18008061,13.98141216,14.97853818,10.76676406,15.11755565,13.46208728,14.35127099,13.53653381,14.50341979,13.87536429,12.3930117,13.80903602,0.84813712,0.270948651,0.316415935,0.018317726,0.251793312,0.663123436,0,0,0,-1,0,0,,
Unknown 231,2,2,2,3,3,3,3,3,3,3,3,2,15.34244067,15.04645557,15.32673733,14.35836306,14.72299375,14.02105835,14.3402997,13.72050256,13.90236451,13.44472338,13.65331274,13.0727816,0.010136147,0.050162569,0.026075285,0.976194907,0.25412651,0.228903566,1,0,1,0,0,0,,
Unknown 232,2,3,3,3,3,3,3,3,3,3,3,2,17.95828625,17.55526165,18.01886056,18.11547517,18.00559117,18.363488,17.75757833,17.66096373,18.09664217,18.31618309,17.19736481,17.73874533,0.46037166,0.409891295,0.409891295,0.409891295,0.409891295,0.46037166,0,0,0,0,0,0,,
Unknown 233,2,3,3,3,3,3,3,3,3,3,3,2,16.8035702,15.32932365,15.81423579,15.77131893,15.52074155,16.281734,15.7306296,14.62159709,16.82274283,14.47528495,14.19783665,15.8361292,0.133969003,0.406961015,0.382495346,0.976019642,0.575376085,0.516500204,0,0,0,0,0,0,,
Unknown 234,2,3,3,3,3,3,3,3,3,3,3,2,17.09548301,17.04026293,17.28683098,17.30480795,17.00983483,17.14616118,17.1684816,17.15050464,17.09716361,17.23180936,16.90393658,16.96083726,0.646702163,0.60855384,0.60855384,0.60855384,0.60855384,0.646702163,0,0,0,0,0,0,,
Unknown 235,2,3,3,3,3,3,3,3,3,3,3,2,17.17513283,16.24251596,17.04624352,17.12991262,16.98727108,16.45884509,16.81475702,16.61460596,17.39809876,16.7504294,17.4306266,16.61211032,0.578359288,0.091530381,0.528121335,0.644355692,0.440952634,0.307796141,0,0,0,0,0,0,,
Unknown 236,2,3,3,3,3,3,3,3,3,3,3,2,16.97362676,15.48918252,16.57242301,16.24870081,16.97513386,16.08410974,16.33802911,16.39546117,16.82100811,16.39676302,17.14476336,16.21632875,0.430531119,0.017206213,0.785557151,0.890688701,0.179390098,0.408967248,0,-1,0,0,0,0,,
Unknown 237,2,2,3,3,3,3,3,3,3,3,3,2,18.08866779,17.70809526,17.8070592,17.5462491,17.51340439,17.36704214,16.38608012,17.32529357,17.29673084,17.15420905,17.40497022,17.27152166,0.119583411,0.604151931,0.360262142,0.035124008,0.779078599,0.96549768,0,0,0,1,0,0,,
Unknown 238,2,3,3,3,3,3,3,3,3,3,3,2,16.98035019,16.60073432,17.36308598,16.79856818,17.12909891,16.74030553,16.71794529,16.27192439,16.68910074,16.36310257,16.73032189,16.73736486,0.303977687,0.807155624,0.049355473,0.879242783,0.466394804,0.93515206,0,0,1,0,0,0,,
Unknown 239,2,3,3,3,3,3,3,3,3,3,3,2,17.13622617,16.93471197,16.95194207,17.1331785,17.06839464,17.18612885,17.01544429,16.83420785,17.32470069,17.25396038,16.81697776,17.20696648,0.87757569,0.863269539,0.863269539,0.863269539,0.863269539,0.87757569,0,0,0,0,0,0,,
Unknown 240,2,3,3,3,3,3,3,3,3,3,3,2,17.13622617,16.93471197,16.95194207,17.1331785,17.06839464,17.18612885,17.01544429,16.83420785,17.32470069,17.25396038,16.81697776,17.20696648,0.87757569,0.863269539,0.863269539,0.863269539,0.863269539,0.87757569,0,0,0,0,0,0,,
Unknown 241,2,3,3,3,3,3,3,3,3,3,3,2,16.87160784,16.5046214,16.12528365,16.08904837,16.02391591,16.12825578,15.9847085,16.02094378,16.2635588,16.97594771,16.40028153,16.15921893,0.890610295,0.877801307,0.877801307,0.877801307,0.877801307,0.890610295,0,0,0,0,0,0,,
Unknown 242,2,3,3,3,3,3,3,3,3,3,3,2,17.34189612,17.67780033,17.31371874,17.13710733,15.71505353,16.63504769,16.49340492,16.76948814,16.29254888,16.52746346,15.88017958,17.39615064,0.264017195,0.009778953,0.401034622,0.322132027,0.161824662,0.134644229,0,1,0,0,0,0,,
Unknown 243,2,3,3,3,3,3,3,3,3,3,3,2,15.79823657,14.64764839,15.48357485,14.74354582,15.4473563,14.21304139,12.17768285,14.31555338,13.87336382,15.11975731,13.00317925,15.12780068,0.548307894,0.112699066,0.253142928,0.017164211,0.228000124,0.271774551,0,0,0,1,0,0,,
Unknown 244,2,3,3,3,3,3,3,3,3,3,3,2,17.62397811,16.85437906,17.42867,16.76140986,17.64116205,16.75296928,16.9289075,17.22330565,17.02585299,16.9537712,16.23763056,17.19003605,0.122458379,0.112595225,0.587650224,0.657936406,0.026401465,0.697729736,0,0,0,0,1,0,,
Unknown 245,2,3,3,3,3,3,3,3,3,3,3,2,17.62397811,16.85437906,17.42867,16.76140986,17.64116205,16.75296928,16.70115028,17.22330565,17.02585299,16.9537712,16.23763056,17.19003605,0.138144943,0.127676671,0.603379731,0.878488461,0.032671527,0.709834171,0,0,0,0,1,0,,
Unknown 246,2,3,3,3,3,3,3,3,3,3,3,2,14.37050295,13.23374943,14.25813024,12.33779805,14.70842939,12.82896365,13.08441398,10.69384606,12.0021141,13.26460371,10.67193523,11.34959395,0.51204307,0.098349621,0.025212608,0.619925956,0.218635056,0.69792833,0,0,1,0,0,0,,
Unknown 247,2,3,3,3,3,3,3,3,3,3,3,2,15.45601531,14.813143,15.17450804,14.73948917,14.76733522,14.91175884,13.89983143,15.09398937,14.29381379,15.04923171,14.69505531,15.10609755,0.482024833,0.818593088,0.875688011,0.113055302,0.779154494,0.167310421,0,0,0,0,0,0,,
Unknown 248,2,3,3,3,3,3,3,3,3,3,3,2,18.58762299,18.00262057,18.20767088,17.85465102,17.81556283,17.87288101,17.00351627,18.09201144,17.8211129,18.08366636,17.84175476,17.97659236,0.289097543,0.701971986,0.78304708,0.052337464,0.891388282,0.740687694,0,0,0,0,0,0,,
