Name,Count_-2_pre,Count_-6_pre,Count_-6_2,Count_-2_2,Count_-6_4,Count_-6_6,Count_-2_6,Count_-6_8,Count_-2_8,Count_-2_10,Count_-6_10,Mean_-2_pre,Mean_-6_pre,Mean_-6_2,Mean_-2_2,Mean_-6_4,Mean_-6_6,Mean_-2_6,Mean_-6_8,Mean_-2_8,Mean_-2_10,Mean_-6_10,P_value_A_-2_pre_vs_-6_pre,P_value_A_-6_2_vs_-2_2,P_value_A_-6_6_vs_-2_6,P_value_A_-6_8_vs_-2_8,P_value_A_-2_10_vs_-6_10,Flag_A_-2_pre_vs_-6_pre,Flag_A_-6_2_vs_-2_2,Flag_A_-6_6_vs_-2_6,Flag_A_-6_8_vs_-2_8,Flag_A_-2_10_vs_-6_10,,,,negaive means -6 is significantly larger
Unknown 050,3,1,3,3,3,1,3,3,3,3,3,26.97319368,27.02570285,27.92761966,27.39050255,27.28294318,27.12984294,27.46385481,27.59185339,27.90470135,27.96474253,27.64628523,0.917077333,0.144034999,0.5103387,0.385382451,0.377102242,0,0,0,0,0,,,,
Unknown 051,3,1,3,3,3,1,3,3,3,3,3,23.01446905,23.25977886,24.14049325,23.38615682,23.65193306,23.17451252,23.88453568,23.91347373,24.21153446,24.18907336,23.90297176,0.618065031,0.040590085,0.159231155,0.394797068,0.413665364,0,1,0,0,0,,,,
Unknown 052,3,1,3,3,3,1,3,3,3,3,3,28.0871362,28.2715374,28.38868862,27.93493844,27.88969002,28.39625907,28.28830893,28.23708104,28.6268647,28.4465412,28.5982329,0.60175257,0.081005552,0.759382361,0.129689549,0.54430808,0,0,0,0,0,,,,
Unknown 053,3,1,3,3,3,1,3,3,3,3,3,23.33842995,24.8148452,24.48735079,24.89584361,23.49947299,23.06726458,24.52347083,23.59455153,24.28008848,25.13266123,24.33297784,0.199944285,0.6089721,0.205890943,0.393777708,0.32161137,0,0,0,0,0,,,,
Unknown 054,3,1,3,3,3,1,3,3,3,3,3,25.4177381,25.18786837,25.34658617,25.57645589,24.91234578,25.21130599,25.44117571,25.13313071,25.36300043,25.14469963,24.9148299,0.69728306,0.583045443,0.69728306,0.583045443,0.583045443,0,0,0,0,0,,,,
Unknown 055,3,1,3,3,3,1,3,3,3,3,3,22.19582725,22.44014845,23.31155197,22.76178879,23.11972965,23.13348907,23.20016832,23.57801786,23.54970307,24.028026,23.310837,0.688118362,0.210606944,0.912580789,0.947428645,0.107583539,0,0,0,0,0,,,,
Unknown 056,3,1,3,3,3,1,3,3,3,3,3,22.80538089,23.82701927,24.05072755,24.04530139,22.94393643,22.57648221,23.43190192,23.15595028,23.6446721,24.66649094,23.59048278,0.280650744,0.993425963,0.364012674,0.461489668,0.114903087,0,0,0,0,0,,,,
Unknown 057,3,1,3,3,3,1,3,3,3,3,3,24.54647508,24.48982969,24.83296471,24.8896101,25.00080026,25.27352793,25.33017332,25.5977761,25.65442149,25.7840633,25.72741791,0.921898815,0.889739673,0.921898815,0.889739673,0.889739673,0,0,0,0,0,,,,
Unknown 058,3,1,3,3,3,1,3,3,3,3,3,25.43309256,25.85962166,25.39465842,24.96812932,26.22425798,25.93137767,25.50484857,26.57581212,26.14928302,25.63285928,26.05938838,0.695247523,0.580393326,0.695247523,0.580393326,0.580393326,0,0,0,0,0,,,,
Unknown 059,3,1,3,3,3,1,3,3,3,3,3,26.37363812,26.23268543,26.624997,26.41213221,26.15699926,26.90933931,26.57891101,26.52535179,26.8801551,26.75548207,26.89538852,0.659863693,0.351882018,0.308052538,0.128575526,0.537800306,0,0,0,0,0,,,,
Unknown 060,3,1,3,3,3,1,3,3,3,3,3,30.54525152,30.71493451,30.75542081,30.64826917,30.4029395,30.90125445,30.55453972,30.84146392,31.11075388,31.00528372,31.01478106,0.556526011,0.599137284,0.236625622,0.195401454,0.962694834,0,0,0,0,0,,,,
Unknown 061,3,1,3,3,3,1,3,3,3,3,3,25.56797667,26.00160609,25.48467734,25.05104792,25.77892192,25.48708604,25.05345662,26.37236444,25.93873502,25.73081162,26.16444104,0.660422675,0.535509332,0.660422675,0.535509332,0.535509332,0,0,0,0,0,,,,
Unknown 062,3,1,3,3,3,1,3,3,3,3,3,22.69235368,22.77124683,21.86519747,22.34554895,22.71728945,21.5703998,22.57886311,22.47888027,22.6295257,22.6882827,22.49486748,0.852260097,0.121153163,0.026591793,0.616113592,0.520722344,0,0,-1,0,0,,,,
Unknown 063,3,1,3,3,3,1,3,3,3,3,3,23.75986458,24.05507967,24.03427496,23.73905986,23.9377941,24.58025878,24.28504368,25.03087337,24.73565827,24.94350034,25.23871544,0.778685711,0.691371014,0.778685711,0.691371014,0.691371014,0,0,0,0,0,,,,
Unknown 064,3,1,3,3,3,1,3,3,3,3,3,20.50261252,16.55833384,18.79131236,20.37074415,22.37531553,22.37364439,19.37881564,24.14424423,21.16597516,23.36719397,21.59517631,0.235098348,0.495517472,0.363296337,0.206071629,0.445239934,0,0,0,0,0,,,,
Unknown 065,3,1,3,3,3,1,3,3,3,3,3,24.39296366,24.73658918,25.27315787,24.39766052,25.07399664,25.23678228,23.44241316,25.49920776,25.57067899,25.8400235,25.45699085,0.755786947,0.270090975,0.116476722,0.927016454,0.624634368,0,0,0,0,0,,,,
Unknown 066,3,1,3,3,3,1,3,3,3,3,3,19.96114055,16.14940905,18.74413532,20.21773472,22.69181809,22.37751654,19.58621493,23.9587215,22.73305558,23.8488,21.49270077,0.248783205,0.522867581,0.394261149,0.594464563,0.311255557,0,0,0,0,0,,,,
Unknown 067,3,1,3,3,3,1,3,3,3,3,3,24.38698253,25.96076624,25.96015595,26.22516997,26.48540484,26.71468545,26.11946272,26.90787885,26.54887566,27.11533066,26.79265423,0.141464547,0.71845326,0.568013479,0.625804034,0.660964798,0,0,0,0,0,,,,
Unknown 068,3,1,3,3,3,1,3,3,3,3,3,25.82855299,27.01950717,23.16102446,25.87146074,24.87274722,25.79179005,24.95911962,25.06096967,24.23579397,24.62154877,24.05984679,0.449910014,0.022968471,0.595800437,0.458942679,0.612695858,0,-1,0,0,0,,,,
Unknown 069,3,1,3,3,3,1,3,3,3,3,3,24.38297442,25.11758082,25.2361316,23.82183549,24.22858786,24.51586473,22.74384684,22.71411907,22.49199787,22.49171796,22.80120082,0.279385189,0.007095661,0.014954491,0.639156256,0.514794402,0,1,1,0,0,,,,
Unknown 070,3,1,3,3,3,1,3,3,3,3,3,26.89165718,26.66730321,27.7077808,27.93213476,27.05673015,27.6937304,27.91808436,28.04823885,28.27259281,28.20431686,27.9799629,0.662614775,0.538306333,0.662614775,0.538306333,0.538306333,0,0,0,0,0,,,,
Unknown 071,3,1,3,3,3,1,3,3,3,3,3,21.90704108,23.21988986,24.17340726,22.68938871,21.64378891,22.96446618,24.05017555,22.17710585,24.31991629,24.20791501,23.35847623,0.334404418,0.130237628,0.422792017,0.034349272,0.376084929,0,0,0,-1,0,,,,
Unknown 072,3,1,3,3,3,1,3,3,3,3,3,23.8017161,24.51781636,24.47341215,23.75731188,23.55491087,24.68879213,23.97269187,25.19597166,24.4798714,23.43531639,24.15141665,0.683169028,0.564719611,0.683169028,0.564719611,0.564719611,0,0,0,0,0,,,,
Unknown 073,3,1,3,3,3,1,3,3,3,3,3,24.71371866,24.66503941,25.30485487,25.35353412,25.30070552,26.08506774,26.13374698,26.67418757,26.72286682,26.84510147,26.79642223,0.972351147,0.96090711,0.972351147,0.96090711,0.96090711,0,0,0,0,0,,,,
Unknown 074,3,1,3,3,3,1,3,3,3,3,3,25.34450426,24.74513607,22.97215707,24.16771396,24.25305138,25.69205234,21.02910814,24.49484957,23.37005713,24.1089808,24.13707379,0.809636188,0.499230755,0.073314845,0.524661257,0.987249534,0,0,0,0,0,,,,
Unknown 075,3,1,3,3,3,1,3,3,3,3,3,26.89724517,26.67320342,27.71340319,27.93744493,27.06458569,27.69981913,27.92386088,28.05327374,28.27731549,28.20858053,27.98453878,0.662279137,0.537877822,0.662279137,0.537877822,0.537877822,0,0,0,0,0,,,,
Unknown 076,3,1,3,3,3,1,3,3,3,3,3,16.82074363,18.14754056,18.37226803,19.37480316,17.40195228,14.99074952,20.08992127,15.40128107,17.12746456,15.7408783,18.48980929,0.624701402,0.601322058,0.071808372,0.371890166,0.161968286,0,0,0,0,0,,,,
Unknown 077,3,1,3,3,3,1,3,3,3,3,3,25.69654862,25.61799053,27.05292374,26.66735849,26.07410147,26.22913625,26.83931979,26.33842766,26.67411016,26.46826118,27.13508283,0.89176446,0.350789212,0.29789807,0.415214125,0.114906496,0,0,0,0,0,,,,
Unknown 078,3,1,3,3,3,1,3,3,3,3,3,25.43742371,26.25456509,25.95375609,25.13661471,25.0749376,25.23220709,24.41506571,25.27515614,24.45801476,24.27042948,25.08757086,0.646890266,0.518331029,0.646890266,0.518331029,0.518331029,0,0,0,0,0,,,,
Unknown 079,3,1,3,3,3,1,3,3,3,3,3,24.9609478,23.4650304,24.25816311,23.41668489,26.14517959,26.68556678,24.34195994,26.87839292,25.75430747,27.07632344,24.91058869,0.369298974,0.473256155,0.16628424,0.340750978,0.075619827,0,0,0,0,0,,,,
Unknown 080,3,1,3,3,3,1,3,3,3,3,3,18.96596308,20.7977688,21.49680805,18.40847304,23.47982416,20.51765173,20.20859323,16.58298678,17.89741127,18.00406145,17.93111225,0.388656147,0.049472258,0.883172273,0.381831971,0.960866762,0,1,0,0,0,,,,
Unknown 081,3,1,3,3,3,1,3,3,3,3,3,17.08173335,22.58103337,22.77481893,20.69415607,16.85781405,16.4556329,20.38593339,18.54164437,19.26154867,16.98359747,20.72323066,0.069977967,0.316276061,0.18543644,0.725491067,0.080390476,0,0,0,0,0,,,,
Unknown 082,3,1,3,3,3,1,3,3,3,3,3,21.1458439,22.41832303,22.190015,21.08254793,20.54264462,21.19188491,20.96377933,21.43546954,21.33961635,21.65690877,21.69674397,0.06087458,0.024182904,0.724183393,0.83371216,0.930437429,0,1,0,0,0,,,,
Unknown 083,3,1,3,3,3,1,3,3,3,3,3,18.57843989,23.27228818,23.33385179,22.03857431,18.52560201,15.68016282,21.27295822,18.69033427,19.23491438,17.08577924,20.13697174,0.136354614,0.550464091,0.079629499,0.80098205,0.168891652,0,0,0,0,0,,,,
Unknown 084,3,1,3,3,3,1,3,3,3,3,3,16.68946528,21.52275695,19.9051291,18.95858309,15.47343995,14.79809096,19.1685418,15.22300927,17.43929061,15.25103862,18.24828385,0.190848877,0.710975606,0.234859147,0.389688177,0.248715734,0,0,0,0,0,,,,
Unknown 085,3,1,3,3,3,1,3,3,3,3,3,17.50711095,23.25536103,21.4104723,21.56547385,17.66842158,15.33640292,21.56978337,16.52939437,19.52852575,16.63346153,20.28725052,0.18578512,0.958738177,0.15306183,0.323511609,0.23210194,0,0,0,0,0,,,,
Unknown 086,3,1,3,3,3,1,3,3,3,3,3,24.347352,21.70782773,22.99003682,22.61723419,25.67708548,26.67725243,23.32007301,26.74692453,25.05160839,27.0476636,24.9195914,0.211456105,0.798725293,0.116705905,0.254566904,0.156874713,0,0,0,0,0,,,,
Unknown 087,3,1,3,3,3,1,3,3,3,3,3,22.02377786,21.09229858,22.46577599,22.42857337,22.51896011,17.5597036,22.82033561,22.21957691,23.83640464,25.18476803,24.20840989,0.627297013,0.97804806,0.012098593,0.240964835,0.473446182,0,0,-1,0,0,,,,
Unknown 088,3,1,3,3,3,1,3,3,3,3,3,21.60730209,22.44738775,22.77058966,21.93050401,25.98962974,24.06465908,23.22457343,22.00259362,21.16250797,21.05153305,21.89161871,0.671150169,0.549234135,0.671150169,0.549234135,0.549234135,0,0,0,0,0,,,,
Unknown 089,3,1,3,3,3,1,3,3,3,3,3,25.36549607,24.90142744,26.36770878,25.55668272,25.4402758,23.68641689,24.87530552,26.05397982,26.419073,26.61744676,25.27472546,0.553641752,0.153065574,0.139421457,0.510391662,0.023749149,0,0,0,0,1,,,,
Unknown 090,3,1,3,3,3,1,3,3,3,3,3,16.88778296,20.42259979,22.29565431,21.51393116,17.41963425,16.70280956,19.78276223,16.4793321,18.71101373,16.31284802,19.74056428,0.276469781,0.729653907,0.341080405,0.329587462,0.141167941,0,0,0,0,0,,,,
Unknown 091,3,1,3,3,3,1,3,3,3,3,3,29.2090523,29.3499425,29.65319015,29.51229995,29.47501403,29.46470865,29.32381845,29.81964132,29.67875112,29.95161042,30.09250061,0.764087155,0.671645993,0.764087155,0.671645993,0.671645993,0,0,0,0,0,,,,
Unknown 092,3,1,3,3,3,1,3,3,3,3,3,19.54594462,20.57324724,22.42049261,22.27590843,19.38038499,16.66937663,20.7965548,17.48004334,20.10109662,16.47941792,20.65157956,0.673402735,0.932980816,0.102335161,0.13951477,0.024195109,0,0,0,0,-1,,,,
Unknown 093,3,1,3,3,3,1,3,3,3,3,3,18.43711429,20.99882867,22.09080051,21.2934967,18.489997,14.85620834,21.33512662,17.12153872,19.72120134,15.51208615,20.53998226,0.289397841,0.636671262,0.012870857,0.13460785,0.007199764,0,0,-1,0,-1,,,,
Unknown 094,3,1,3,3,3,1,3,3,3,3,3,22.38657296,22.49334713,22.9451764,22.83840223,23.14573104,22.92781341,22.82103924,23.54160939,23.43483523,23.4595158,23.56628996,0.795412993,0.71411176,0.795412993,0.71411176,0.71411176,0,0,0,0,0,,,,
Unknown 095,3,1,3,3,3,1,3,3,3,3,3,21.95847846,20.56162123,23.12949954,22.21156527,21.24384542,16.76951436,22.14101796,21.62908891,22.12947386,18.85454655,22.1249656,0.356659872,0.390887054,0.001881672,0.637523168,0.005756639,0,0,-1,0,-1,,,,
Unknown 096,3,1,3,3,3,1,3,3,3,3,3,25.73838943,25.66376904,26.71819581,26.43076641,26.14398072,26.240153,26.68586919,26.22438574,26.42251469,26.08253082,26.59222295,0.893308235,0.468249396,0.42711164,0.615710472,0.205345678,0,0,0,0,0,,,,
Unknown 097,3,1,3,3,3,1,3,3,3,3,3,21.27892653,21.73655914,22.75630058,22.23666007,19.97782396,18.23221498,21.9419887,20.29296799,21.65193476,17.88901322,22.42012126,0.790330759,0.669898467,0.042129531,0.271942454,0.001374794,0,0,-1,0,-1,,,,
Unknown 098,3,1,3,3,3,1,3,3,3,3,3,21.7719973,22.44529763,22.9609712,22.05568997,21.4362493,15.05281472,21.92252204,19.24061418,21.22166314,17.41965248,22.93009183,0.691116989,0.452553701,0.000642995,0.110185243,0.000189052,0,0,-1,0,-1,,,,
Unknown 099,3,1,3,3,3,1,3,3,3,3,3,23.55148445,24.98023469,20.97372634,22.73732176,23.12040171,21.85467906,22.00716462,22.55135603,24.55510948,21.75825724,23.74534224,0.278877988,0.067045113,0.90646565,0.039937084,0.0414317,0,0,0,-1,-1,,,,
Unknown 100,3,1,3,3,3,1,3,3,3,3,3,21.26112568,21.77665835,22.73501946,22.03171823,21.47050736,14.96126254,22.18816337,20.37981801,20.55124898,17.87515416,20.96984523,0.796507295,0.619726692,0.001756164,0.903407476,0.039353464,0,0,-1,0,-1,,,,
Unknown 101,3,1,3,3,3,1,3,3,3,3,3,18.27943264,21.78256916,21.99798581,21.35542646,20.61594455,19.10716957,20.72199289,20.67973638,19.75738356,18.1168844,21.0502272,0.065168064,0.616621728,0.377253434,0.474014571,0.031919745,0,0,0,0,-1,,,,
Unknown 102,3,1,3,3,3,1,3,3,3,3,3,16.49494878,14.67279581,20.18943397,15.38061045,14.76318445,14.89813607,21.29801203,15.24745235,16.97242603,15.42984872,17.95003348,0.562889793,0.041113316,0.053085183,0.440300623,0.264018484,0,1,0,0,0,,,,
Unknown 103,3,1,3,3,3,1,3,3,3,3,3,22.37504337,23.658429,22.55737783,23.47738006,22.59946128,21.59487975,22.41219176,22.37058849,23.56692532,22.15366025,22.91533061,0.386310377,0.379935208,0.578751975,0.257064467,0.46575896,0,0,0,0,0,,,,
Unknown 104,3,1,3,3,3,1,3,3,3,3,3,20.03743479,20.86731672,22.34417319,21.61893755,20.62344494,15.92886791,21.67869151,20.88485331,21.96634033,18.76287636,21.39600439,0.352772506,0.253785824,3.32E-06,0.095738445,0.000450377,0,0,-1,0,-1,,,,
Unknown 105,3,1,3,3,3,1,3,3,3,3,3,22.0507067,22.84511602,21.57224449,22.19806272,22.61490921,20.80324418,21.52134406,22.04427142,23.44745301,21.80700923,23.60248075,0.517538422,0.471554977,0.558134782,0.116502986,0.049124024,0,0,0,0,-1,,,,
Unknown 106,3,1,3,3,3,1,3,3,3,3,3,22.71889745,23.56264021,23.44581497,22.6020722,23.26012218,22.863943,22.02020024,23.04805906,22.2043163,23.3569958,24.20073856,0.433073469,0.271651464,0.433073469,0.271651464,0.271651464,0,0,0,0,0,,,,
Unknown 107,3,1,3,3,3,1,3,3,3,3,3,19.16231429,16.90228234,21.60757335,17.26151605,22.54948075,23.9724114,19.55426113,23.47544589,22.19799551,22.76220986,22.89753134,0.422473594,0.038537913,0.125967137,0.520026035,0.94535252,0,1,0,0,0,,,,
Unknown 108,3,1,3,3,3,1,3,3,3,3,3,20.87494926,21.00787506,22.18566167,21.53292742,21.2740094,21.59611832,21.87569576,21.10026542,21.77290257,18.92670173,21.51587206,0.914846765,0.461150561,0.822157714,0.447813261,0.007903496,0,0,0,0,-1,,,,
Unknown 109,3,1,3,3,3,1,3,3,3,3,3,24.42189854,23.98352796,25.37424798,24.28011848,24.68374455,25.9514925,24.60702263,25.43864833,25.38216418,26.46593078,26.01127816,0.636308953,0.106763496,0.157430235,0.931123182,0.489525078,0,0,0,0,0,,,,
Unknown 110,3,1,3,3,3,1,3,3,3,3,3,20.15933109,18.99623301,17.71698911,18.8800872,18.01026783,16.98302556,18.14612364,19.50913347,20.67223155,22.08461014,20.92151206,0.580287324,0.436177975,0.580287324,0.436177975,0.436177975,0,0,0,0,0,,,,
Unknown 111,3,1,3,3,3,1,3,3,3,3,3,24.18717826,24.76814367,23.97751657,23.39655116,22.61444302,24.70540687,24.12444146,25.61994816,25.03898275,24.95586775,25.53683316,0.776845133,0.688877669,0.776845133,0.688877669,0.688877669,0,0,0,0,0,,,,
Unknown 112,3,1,3,3,3,1,3,3,3,3,3,22.03104755,24.49256058,21.82317449,19.36166147,21.32927301,21.40650548,18.94499246,21.62679593,19.1652829,19.39305666,21.85456969,0.233275682,0.098149289,0.233275682,0.098149289,0.098149289,0,0,0,0,0,,,,
Unknown 113,3,1,3,3,3,1,3,3,3,3,3,20.98572658,21.61998667,22.2087959,21.81500947,21.15618708,21.78785153,21.84346968,21.93402218,22.68643075,22.37167826,21.86388523,0.312399737,0.373522803,0.928387178,0.098269712,0.254607425,0,0,0,0,0,,,,
Unknown 114,3,1,3,3,3,1,3,3,3,3,3,20.04742843,20.12887566,20.34558457,20.26413734,19.16941365,19.06457454,18.98312731,20.04488541,19.96343818,20.79222924,20.87367647,0.968724445,0.955781978,0.968724445,0.955781978,0.955781978,0,0,0,0,0,,,,
Unknown 115,3,1,3,3,3,1,3,3,3,3,3,20.41642388,19.77204961,22.20080451,21.20340472,20.89915836,21.58611864,22.05508112,21.6339752,17.4149118,19.44520913,21.92011624,0.749350904,0.486691026,0.816009271,0.007616939,0.095005544,0,0,0,1,0,,,,
Unknown 116,3,1,3,3,3,1,3,3,3,3,3,23.2595063,23.51527518,23.49123844,24.24392115,23.0651102,21.38266326,23.73644485,21.88410238,22.76904801,21.29869669,22.73322129,0.818661301,0.345764789,0.046212359,0.269896015,0.081508717,0,0,-1,0,0,,,,
Unknown 117,3,1,3,3,3,1,3,3,3,3,3,18.53391081,18.24551883,18.43648767,17.90590443,17.27019912,19.96528632,19.30473001,18.06142386,20.39344819,18.84072497,18.96925401,0.859845048,0.646774079,0.68645095,0.05539673,0.911363356,0,0,0,0,0,,,,
Unknown 118,3,1,3,3,3,1,3,3,3,3,3,20.47151018,20.9567881,22.16370048,21.60226168,21.35716292,21.49322473,21.84781012,21.66670288,22.21371763,21.70372893,21.59306684,0.432365247,0.205317789,0.564592361,0.216683878,0.798564393,0,0,0,0,0,,,,
Unknown 119,3,1,3,3,3,1,3,3,3,3,3,24.68197996,24.37241904,24.98010442,25.28966533,24.52236278,25.0410964,25.35065732,24.77874527,25.08830619,25.10232942,24.79276851,0.411426402,0.24979839,0.411426402,0.24979839,0.24979839,0,0,0,0,0,,,,
Unknown 120,3,1,3,3,3,1,3,3,3,3,3,21.2725572,22.71463765,22.84290752,20.11444388,21.22527798,20.58461672,21.06310093,20.24331364,20.0422002,19.93882177,21.61922999,0.188551993,0.001803696,0.65563001,0.790573524,0.037029871,0,1,0,0,-1,,,,
Unknown 121,3,1,3,3,3,1,3,3,3,3,3,21.44103272,22.09262784,22.27733629,20.25264469,20.35374034,21.28625008,19.36690551,19.94175948,19.2715995,19.3191425,18.71253827,0.508484411,0.00830028,0.06233574,0.339474106,0.386151776,0,1,0,0,0,,,,
Unknown 122,3,1,3,3,3,1,3,3,3,3,3,22.66128965,22.59277175,22.54742464,22.73558534,23.1176979,23.47904994,22.84392116,23.2280307,22.80775154,23.33125213,23.17138617,0.835712225,0.424525316,0.066877701,0.084610161,0.496374735,0,0,0,0,0,,,,
Unknown 123,3,1,3,3,3,1,3,3,3,3,3,22.45000517,23.88027488,21.85086535,22.87872126,23.15395173,22.77868536,22.09715814,23.29133249,22.53516356,23.28646289,22.7408809,0.174115473,0.167548148,0.508697911,0.304038771,0.455131983,0,0,0,0,0,,,,
Unknown 124,3,1,3,3,3,1,3,3,3,3,3,23.30258185,23.51527518,23.73466072,21.26506997,23.39708892,23.83310893,23.89978368,23.50376544,24.03826135,24.15983849,23.56408048,0.903230339,0.057986747,0.969591656,0.666439644,0.6311294,0,0,0,0,0,,,,
Unknown 125,3,1,3,3,3,1,3,3,3,3,3,23.29318661,23.23833638,24.39761383,23.95006111,23.72749328,24.26507706,24.23128647,24.18483602,24.52282616,24.46339793,24.12616395,0.869810681,0.071055559,0.919555054,0.164588254,0.165484683,0,0,0,0,0,,,,
Unknown 126,3,1,3,3,3,1,3,3,3,3,3,21.90293652,23.00950609,22.68509825,22.26441687,22.59296864,24.72465718,21.56247399,22.07124083,21.30502024,22.01997188,20.52960723,0.087472574,0.344112551,6.51E-05,0.093714616,0.002906436,0,0,1,0,1,,,,
Unknown 127,3,1,3,3,3,1,3,3,3,3,3,18.52803544,15.62587627,19.19648015,16.95305407,20.39253945,22.94023275,20.05249696,23.08223629,20.1405195,23.19741512,21.73300977,0.25000891,0.210172997,0.252284161,0.105587643,0.407438682,0,0,0,0,0,,,,
Unknown 128,3,1,3,3,3,1,3,3,3,3,3,21.95696911,22.37971535,22.26525648,22.54293654,22.79881385,23.10837167,22.22006271,23.10150142,22.5270109,23.4602396,23.0365245,0.494821352,0.525616732,0.160385814,0.197183241,0.336391065,0,0,0,0,0,,,,
Unknown 129,3,1,3,3,3,1,3,3,3,3,3,21.58239551,21.43962447,21.90309704,22.04586808,20.33979597,20.39886628,20.54163733,21.1789495,21.32172055,21.54629807,21.40352703,0.945092279,0.922415273,0.945092279,0.922415273,0.922415273,0,0,0,0,0,,,,
Unknown 130,3,1,3,3,3,1,3,3,3,3,3,27.8603564,24.52885429,27.99075473,26.12272764,27.58361469,24.95134023,25.93986458,28.34732011,26.740159,26.7845937,24.11492798,0.27819168,0.386941392,0.743882134,0.455427395,0.221235362,0,0,0,0,0,,,,
Unknown 131,3,1,3,3,3,1,3,3,3,3,3,23.08324263,21.52334343,23.39154985,22.74439203,23.39298678,24.6820513,23.41896674,25.21082986,23.83540582,25.52416216,24.01173233,0.333408362,0.567005061,0.431411578,0.231093298,0.189715658,0,0,0,0,0,,,,
Unknown 132,3,1,3,3,3,1,3,3,3,3,3,22.43261597,25.02383219,23.2345256,25.10103684,23.20279008,20.94570561,24.26337358,22.30940359,23.54201402,24.52483979,22.8826566,0.24263038,0.234271479,0.139304645,0.426986763,0.29319084,0,0,0,0,0,,,,
Unknown 133,3,1,3,3,3,1,3,3,3,3,3,23.06648815,22.48036304,22.60925581,22.02971465,22.86538506,24.01618117,22.58337448,23.35984361,22.67640342,23.897278,22.35398548,0.449415367,0.293862044,0.074940964,0.21849084,0.009981302,0,0,0,0,1,,,,
Unknown 134,3,1,3,3,3,1,3,3,3,3,3,16.74930408,19.59499202,17.65701738,21.55136947,19.25015996,16.59019716,18.75098707,18.06989075,18.52031861,22.44574729,18.33911522,0.315287978,0.060913093,0.443022479,0.819741819,0.049292193,0,0,0,0,1,,,,
Unknown 135,3,1,3,3,3,1,3,3,3,3,3,20.81810638,19.7425299,19.15829017,19.15942386,20.21800521,21.98748524,18.67276521,19.8502127,19.99531099,18.38482458,19.98615292,0.618783494,0.999406121,0.136085558,0.924115626,0.300498735,0,0,0,0,0,,,,
Unknown 136,3,1,3,3,3,1,3,3,3,3,3,19.25869153,19.01923584,19.2223427,18.97643685,20.47137507,18.88504086,19.52512981,21.16260667,19.99880449,21.67462075,20.2849906,0.798644598,0.711302479,0.497715802,0.092037791,0.047703037,0,0,0,0,1,,,,
