Name,Count_-2_pre,Count_-6_pre,Count_-6_2,Count_-2_2,Count_-6_4,Count_-6_6,Count_-2_6,Count_-6_8,Count_-2_8,Count_-2_10,Count_-6_10,Mean_-2_pre,Mean_-6_pre,Mean_-6_2,Mean_-2_2,Mean_-6_4,Mean_-6_6,Mean_-2_6,Mean_-6_8,Mean_-2_8,Mean_-2_10,Mean_-6_10,P_value_A_-2_pre_vs_-6_pre,P_value_A_-6_2_vs_-2_2,P_value_A_-6_6_vs_-2_6,P_value_A_-6_8_vs_-2_8,P_value_A_-2_10_vs_-6_10,Flag_A_-2_pre_vs_-6_pre,Flag_A_-6_2_vs_-2_2,Flag_A_-6_6_vs_-2_6,Flag_A_-6_8_vs_-2_8,Flag_A_-2_10_vs_-6_10,,,,negaive means -6 is significantly larger
Unknown 137,3,1,3,3,3,1,3,3,3,3,3,21.78136752,22.23400096,21.04434011,21.08335192,21.55478329,22.43967619,20.87939986,21.17187507,20.34961995,20.79133056,20.81920579,0.347851968,0.907770646,0.003785973,0.023427723,0.934020826,0,0,1,1,0,,,,
Unknown 138,3,1,3,3,3,1,3,3,3,3,3,18.89045418,21.31852681,20.24292838,21.79973445,19.97084179,17.60248313,20.85639239,19.51864024,20.52832033,22.11677475,19.90007979,0.246770887,0.292011293,0.126039211,0.490422175,0.139587148,0,0,0,0,0,,,,
Unknown 139,3,1,3,3,3,1,3,3,3,3,3,26.13245046,26.13857271,25.9468425,25.76992442,25.80721171,26.8894784,25.60730494,25.54695809,25.30339253,25.20794405,25.47693601,0.991706272,0.671766029,0.040506059,0.560548442,0.520800209,0,0,1,0,0,,,,
Unknown 140,3,1,3,3,3,1,3,3,3,3,3,22.09793619,22.09849007,22.5448131,21.12711054,20.97107171,20.63272429,20.09452962,20.39304846,19.93547204,20.35699951,20.62941556,0.999429969,0.017271268,0.490499283,0.408466153,0.620461364,0,1,0,0,0,,,,
Unknown 141,3,1,3,3,3,1,3,3,3,3,3,24.58608281,24.9074086,24.97435702,24.65303123,24.7697657,24.8580468,24.53672101,24.97506189,24.6537361,24.79657357,25.11789936,0.426646444,0.26509428,0.426646444,0.26509428,0.26509428,0,0,0,0,0,,,,
Unknown 142,3,1,3,3,3,1,3,3,3,3,3,21.85936806,20.66541151,21.50938276,20.41074818,21.26615463,22.56286491,21.03350582,22.00187894,21.5229479,22.60065188,21.91467444,0.318511859,0.198497607,0.205300678,0.56778783,0.415432537,0,0,0,0,0,,,,
Unknown 143,3,1,3,3,3,1,3,3,3,3,3,23.12038679,23.07602732,23.58718955,23.63154902,23.6152328,24.15659757,24.20095705,24.12707627,24.17143575,24.07674233,24.03238285,0.92709096,0.897046778,0.92709096,0.897046778,0.897046778,0,0,0,0,0,,,,
Unknown 144,3,1,3,3,3,1,3,3,3,3,3,21.56302249,21.2851272,21.37886447,21.96174316,21.64056563,22.40368892,21.93445594,21.8374112,21.98858826,22.53870275,21.66689829,0.500604751,0.056415548,0.260943283,0.603383392,0.006897705,0,0,0,0,1,,,,
Unknown 145,3,1,3,3,3,1,3,3,3,3,3,21.16023748,21.06449874,22.46341208,22.55915082,21.77572096,22.75098053,22.84671927,22.73577827,22.83151702,22.5061329,22.41039416,0.880456613,0.8316266,0.880456613,0.8316266,0.8316266,0,0,0,0,0,,,,
Unknown 146,3,1,3,3,3,1,3,3,3,3,3,17.44621837,16.74753741,16.34166028,16.61351361,17.01539122,19.89689893,16.23681701,16.22383552,16.30653309,16.28078087,16.36348341,0.465118892,0.686165455,0.001027276,0.901968345,0.90196248,0,0,1,0,0,,,,
Unknown 147,3,1,3,3,3,1,3,3,3,3,3,21.59912414,21.522061,21.97302669,22.05008983,20.99250984,21.80448258,21.88154572,22.00404579,22.08110892,22.28966806,22.21260493,0.94349548,0.920163032,0.94349548,0.920163032,0.920163032,0,0,0,0,0,,,,
Unknown 148,3,1,3,3,3,1,3,3,3,3,3,22.72927525,22.73289831,20.96559808,21.12736203,22.41763754,26.01549607,20.86471381,20.6859324,19.36727528,19.80292459,20.21073377,0.997911439,0.868771583,0.001391445,0.188709479,0.677659944,0,0,1,0,0,,,,
Unknown 149,3,1,3,3,3,1,3,3,3,3,3,26.6911779,26.60793905,25.68175069,25.26743038,26.45330607,27.66359766,25.12270712,26.34548012,25.48854589,26.07843751,25.94665894,0.930857034,0.543430867,0.015097154,0.216437468,0.84603651,0,0,1,0,0,,,,
Unknown 150,3,1,3,3,3,1,3,3,3,3,3,23.25103168,23.68068415,23.38914398,22.42009725,23.35498866,23.83769784,23.15838956,22.47717578,23.11066142,22.65555325,23.51598851,0.687237737,0.208287546,0.525838963,0.404765376,0.261661595,0,0,0,0,0,,,,
Unknown 151,3,1,3,3,3,1,3,3,3,3,3,17.34997387,16.31926256,16.48072954,16.21422011,17.04735113,20.03063607,16.24074047,16.30049369,16.46291207,16.46392134,16.55219079,0.308101144,0.705801013,0.001155467,0.817817526,0.9003206,0,0,1,0,0,,,,
Unknown 152,3,1,3,3,3,1,3,3,3,3,3,23.55331133,23.99583117,23.95760322,23.3349357,24.2240612,18.76477475,23.31082378,22.01127747,24.00680494,24.36072949,25.03634598,0.745621259,0.520389147,0.00330345,0.049993244,0.486001011,0,0,-1,-1,0,,,,
Unknown 153,3,1,3,3,3,1,3,3,3,3,3,19.90353633,17.19004376,18.11541814,18.57668446,19.67408679,23.19839851,18.73608486,19.02093285,18.07026443,18.7718636,18.62021994,0.048581167,0.617214333,0.002678282,0.308413833,0.869074696,1,0,1,0,0,,,,
Unknown 154,3,1,3,3,3,1,3,3,3,3,3,22.22576045,23.02795018,23.65549159,22.85330186,23.38300248,23.58667653,22.78448679,24.56706939,23.76487966,24.28175355,25.08394329,0.519893957,0.365565288,0.519893957,0.365565288,0.365565288,0,0,0,0,0,,,,
Unknown 155,3,1,3,3,3,1,3,3,3,3,3,25.79801379,25.18535572,25.01373919,25.97525265,25.24194423,26.02804469,25.25834491,24.84700772,25.11579596,25.20541585,24.80787335,0.291021402,0.026625895,0.188556817,0.508287923,0.331386433,0,-1,0,0,0,,,,
Unknown 156,3,1,3,3,3,1,3,3,3,3,3,22.27023587,20.8597373,19.95245581,21.0797196,21.17506621,22.57331184,20.35393826,20.41019045,20.25798005,20.60201514,20.04079087,0.140758434,0.098663236,0.026084005,0.816750197,0.397342608,0,0,1,0,0,,,,
Unknown 157,3,1,3,3,3,1,3,3,3,3,3,20.97778189,19.7865051,18.78917482,20.09248881,20.47347882,21.85838864,19.59308187,18.84693533,19.02514834,18.6757125,18.80514965,0.234130183,0.072914931,0.030940738,0.797468231,0.852075678,0,0,1,0,0,,,,
Unknown 158,3,1,3,3,3,1,3,3,3,3,3,20.20564756,18.6905242,17.94646647,18.91938113,19.0785932,20.87065967,17.74398853,17.07737446,17.69179037,18.55014466,17.22779977,0.228076073,0.272001817,0.019070185,0.48339744,0.140909843,0,0,1,0,0,,,,
Unknown 159,3,1,3,3,3,1,3,3,3,3,3,24.3018349,24.26688472,24.12808868,24.38844142,23.96484912,24.51732754,23.83570025,22.83433155,23.79358489,23.48950989,23.05697469,0.952362542,0.531390554,0.252798949,0.030297243,0.303055054,0,0,0,-1,0,,,,
Unknown 160,3,1,3,3,3,1,3,3,3,3,3,24.44785535,24.22606153,24.22941565,24.72062469,24.66349209,25.82217679,24.77100133,24.47372691,24.82871989,24.34190239,24.3624444,0.621868689,0.133415061,0.02866863,0.27089314,0.948316951,0,0,1,0,0,,,,
Unknown 161,3,1,3,3,3,1,3,3,3,3,3,19.06094173,17.85564087,16.841632,18.95171775,17.92158129,18.40295699,17.28903909,16.70865202,16.87066676,16.72525388,16.51619892,0.214675079,0.00513575,0.250013728,0.809608638,0.756018096,0,-1,0,0,0,,,,
Unknown 162,3,1,3,3,3,1,3,3,3,3,3,25.81509997,24.67783416,24.70541998,26.27310965,25.36083526,26.97987831,25.27838042,25.50858133,25.20832704,25.93658113,24.94054307,0.159490501,0.01038594,0.041470155,0.590469442,0.085800271,0,-1,1,0,0,,,,
Unknown 163,3,1,3,3,3,1,3,3,3,3,3,17.00499081,15.79633475,16.08426692,16.10267061,16.50366315,17.96951722,15.99304399,15.76603871,16.11324792,16.07758159,16.32611766,0.181165109,0.976432945,0.035388008,0.578961313,0.690592067,0,0,1,0,0,,,,
Unknown 164,3,1,3,3,3,1,3,3,3,3,3,22.54067187,20.57534183,20.30389697,21.50585161,21.66129694,24.13363393,21.36055785,21.65278905,20.69421536,21.89604656,19.70902009,0.050673918,0.086834624,0.008478911,0.165797948,0.004020608,0,0,1,0,1,,,,
Unknown 165,3,1,3,3,3,1,3,3,3,3,3,21.6437553,25.76999108,22.43095039,22.37655866,22.24294195,21.678759,22.35323424,22.7088977,22.85851372,22.8201418,22.91794199,4.67E-05,0.922089185,0.395928975,0.788093822,0.860449217,-1,0,0,0,0,,,,
Unknown 166,3,1,3,3,3,1,3,3,3,3,3,20.15865459,15.56120393,17.85060761,20.12966073,17.72050931,17.18823346,18.91154106,20.03544301,18.88299971,18.90020037,17.62208554,0.029454632,0.114619132,0.387008504,0.412772119,0.364734281,1,0,0,0,0,,,,
Unknown 167,3,1,3,3,3,1,3,3,3,3,3,25.06953145,24.1105353,23.73462459,24.12230551,24.25721856,25.5873712,23.92041975,24.19030659,23.59407541,24.01902402,23.31743258,0.111733869,0.351672729,0.009401391,0.158698314,0.100680664,0,0,1,0,0,,,,
Unknown 168,3,1,3,3,3,1,3,3,3,3,3,24.73741959,24.33122598,24.51375122,24.95879185,24.37285918,25.33857371,24.81149008,24.80595774,24.78757764,25.01860292,24.2743414,0.303338916,0.117984489,0.186020031,0.946687134,0.013294375,0,0,0,0,1,,,,
Unknown 169,3,1,3,3,3,1,3,3,3,3,3,22.36009755,22.42032204,24.01289972,23.95267523,22.56884111,23.87039134,23.81016685,24.44271714,24.38249265,24.29467377,24.35489826,0.946161751,0.923923922,0.946161751,0.923923922,0.923923922,0,0,0,0,0,,,,
Unknown 170,3,1,3,3,3,1,3,3,3,3,3,22.2130093,22.06527977,22.22510849,22.37283803,21.70416546,22.80209698,22.94982651,22.52896646,22.67669599,22.21763971,22.06991018,0.779081324,0.69190717,0.779081324,0.69190717,0.69190717,0,0,0,0,0,,,,
Unknown 171,3,1,3,3,3,1,3,3,3,3,3,25.1445017,25.63737491,25.44055432,24.94768111,25.19360151,25.31783766,24.82496445,24.96399083,24.47111762,24.15533652,24.64820973,0.364134237,0.204444658,0.364134237,0.204444658,0.204444658,0,0,0,0,0,,,,
Unknown 172,3,1,3,3,3,1,3,3,3,3,3,23.63082939,22.3192306,20.75270971,23.25366268,22.62414308,24.88838391,22.10118059,21.21498931,20.23580095,19.8109313,18.92180189,0.363166554,0.021579912,0.062878988,0.337651487,0.382880128,0,-1,0,0,0,,,,
Unknown 173,3,1,3,3,3,1,3,3,3,3,3,24.49609252,23.30083331,21.71486017,24.64782583,23.224183,25.11962148,24.14096138,22.5827987,21.85765481,22.36913685,20.67846179,0.39811879,0.007623464,0.487581495,0.467283082,0.10047292,0,-1,0,0,0,,,,
Unknown 174,3,1,3,3,3,1,3,3,3,3,3,24.22606515,23.42939168,23.11942127,24.1734268,23.66478876,24.91053929,24.01206195,24.08078586,23.88777003,24.52056649,22.89318588,0.278266893,0.050901367,0.223456236,0.706159844,0.004648383,0,0,0,0,1,,,,
Unknown 175,3,1,3,3,3,1,3,3,3,3,3,27.31639601,26.89490812,26.55073581,27.34006385,27.31694344,28.6752763,26.89712142,27.02881827,26.44452921,26.57837789,25.8445859,0.418824296,0.041818251,0.002609732,0.122153977,0.056606157,0,-1,1,0,0,,,,
Unknown 176,3,1,3,3,3,1,3,3,3,3,3,17.69093011,15.35970445,15.91555335,15.62774169,16.79448218,18.87758888,15.72941764,15.81584029,16.11140549,16.12930945,16.06769657,0.075647488,0.745836312,0.020273696,0.739255559,0.944601517,0,0,1,0,0,,,,
Unknown 177,3,1,3,3,3,1,3,3,3,3,3,18.54599607,15.76183645,16.32172739,16.83044228,17.74627585,20.6383363,16.7457219,16.37056795,16.62771939,16.51062696,16.46982858,0.094205401,0.653451339,0.023727013,0.82008422,0.971194764,0,0,1,0,0,,,,
Unknown 178,3,1,3,3,3,1,3,3,3,3,3,22.22532347,21.18739021,21.29361305,21.69878538,21.62175724,21.33583224,22.33870772,21.72752215,22.02004729,22.35325577,20.37221335,0.208106302,0.480285385,0.223207698,0.60912237,0.002422374,0,0,0,0,1,,,,
Unknown 179,3,1,3,3,3,1,3,3,3,3,3,24.31873158,23.62890297,23.59852018,24.5578516,24.02143514,24.99244993,24.42448949,24.12924428,24.1410373,24.35119017,23.16023853,0.115376524,0.004408747,0.189959485,0.968534782,0.000769382,0,-1,0,0,1,,,,
Unknown 180,3,1,3,3,3,1,3,3,3,3,3,20.27220255,17.24810314,15.86992822,18.68913349,19.06364407,21.50611939,18.45798687,17.30291856,16.84736005,16.78392448,15.78260778,0.105510639,0.037416665,0.102964599,0.720757524,0.435217219,0,-1,0,0,0,,,,
Unknown 181,3,1,3,3,3,1,3,3,3,3,3,21.83327905,19.47393015,18.57185257,20.12966073,20.46381695,22.75155477,19.85070204,20.03544301,18.88299971,18.90020037,18.461853,0.068667515,0.087309186,0.028519085,0.197651154,0.617063524,0,0,1,0,0,,,,
Unknown 182,3,1,3,3,3,1,3,3,3,3,3,16.16611513,15.03079027,15.6546525,15.31881793,15.86405276,15.38500923,15.46438264,15.50677,15.86725409,15.84337307,15.7946549,0.101246108,0.479237492,0.905222878,0.448063151,0.917679408,0,0,0,0,0,,,,
Unknown 183,3,1,3,3,3,1,3,3,3,3,3,22.68969556,23.31679652,23.21408903,22.58698806,21.97950601,22.37242262,21.74532165,21.4252667,20.79816574,20.32584778,20.95294875,0.607048158,0.468685348,0.607048158,0.468685348,0.468685348,0,0,0,0,0,,,,
Unknown 184,3,1,3,3,3,1,3,3,3,3,3,21.72398612,19.22010282,18.24407278,20.26405161,20.29553655,22.85993866,19.40492206,19.76280936,18.69766724,17.96894718,18.13128258,0.112005745,0.07267731,0.033233681,0.328072402,0.879932279,0,0,1,0,0,,,,
Unknown 185,3,1,3,3,3,1,3,3,3,3,3,23.44085786,23.82064214,22.73503374,23.37330946,23.75413652,24.50158632,23.26636778,23.3593437,22.76367558,22.84465191,22.613515,0.488899039,0.110372234,0.033767166,0.134484442,0.550710287,0,0,1,0,0,,,,
Unknown 186,3,1,3,3,3,1,3,3,3,3,3,22.01847903,21.77685218,21.79831102,22.03993786,21.73056936,22.4658782,22.70750505,22.33306711,22.57469395,22.01890304,21.7772762,0.662382231,0.538009433,0.662382231,0.538009433,0.538009433,0,0,0,0,0,,,,
Unknown 187,3,1,3,3,3,1,3,3,3,3,3,16.20032061,14.87118101,15.51827005,15.14879752,15.81545296,15.53696926,15.26631398,15.36792439,15.7200832,15.71319939,15.68631803,0.083073214,0.479922251,0.713005295,0.500465499,0.958718666,0,0,0,0,0,,,,
Unknown 188,3,1,3,3,3,1,3,3,3,3,3,24.93905125,25.05323195,25.07000673,24.63084956,25.09129773,25.78837674,24.49132834,25.00281175,24.33245131,24.2942066,24.5323608,0.821324166,0.228560626,0.017976937,0.073195513,0.507650764,0,0,1,0,0,,,,
Unknown 189,3,1,3,3,3,1,3,3,3,3,3,23.91690058,24.67226074,24.54033306,24.47527028,24.32918803,24.74561861,24.47823133,24.4651755,24.67543308,24.68979498,25.0755509,0.007003529,0.715234031,0.295675922,0.246548054,0.041314146,-1,0,0,0,-1,,,,
Unknown 190,3,1,3,3,3,1,3,3,3,3,3,24.36517317,23.68190311,22.36597687,23.04924693,21.58297303,21.52135514,22.20462521,20.50844757,21.19171764,20.45431556,19.7710455,0.540166189,0.388820598,0.540166189,0.388820598,0.388820598,0,0,0,0,0,,,,
Unknown 191,3,1,3,3,3,1,3,3,3,3,3,24.96476234,24.71497141,24.79359994,24.35619918,25.02813202,25.79675472,24.10925826,24.84388018,23.98508356,24.18307624,24.05391098,0.635563676,0.248053685,0.004380174,0.030759653,0.728534462,0,0,1,1,0,,,,
Unknown 192,3,1,3,3,3,1,3,3,3,3,3,25.8405976,25.04637665,24.36700753,25.43373298,25.48561147,26.68595775,25.32742537,25.05722561,24.39975021,24.44737397,23.49793847,0.210803661,0.024000362,0.039531524,0.146095888,0.041624394,0,-1,1,0,1,,,,
Unknown 193,3,1,3,3,3,1,3,3,3,3,3,24.37295683,23.25615804,22.32559063,23.77000203,23.99927198,24.95487811,23.28902045,23.48360519,22.37686739,22.33244563,21.56194491,0.142738054,0.011750393,0.03457769,0.045573544,0.15212565,0,-1,1,1,0,,,,
Unknown 194,3,1,3,3,3,1,3,3,3,3,3,22.66120189,22.30992218,21.93153139,22.27388121,22.1183246,23.15696147,21.68399981,21.5935057,21.3992333,21.09326801,20.80838043,0.504412082,0.360221476,0.010486731,0.60069979,0.44478611,0,0,1,0,0,,,,
Unknown 195,3,1,3,3,3,1,3,3,3,3,3,22.01206443,21.66162443,20.30213902,21.72601031,21.47108237,22.42388393,21.11256415,21.14685803,20.43926069,20.68038904,20.25956016,0.600926505,0.006751063,0.061717893,0.145775148,0.377810177,0,-1,0,0,0,,,,
Unknown 196,3,1,3,3,3,1,3,3,3,3,3,23.28192089,22.40019349,20.42854978,22.4745551,23.03637377,24.64273164,22.80792615,22.18445711,20.30801144,20.41194681,18.95061413,0.484082827,0.030709866,0.154370643,0.045361587,0.111283508,0,-1,0,1,0,,,,
Unknown 197,3,1,3,3,3,1,3,3,3,3,3,21.83025636,20.20908446,17.88011848,20.51747019,21.32971107,22.7435319,20.423484,19.6201008,17.93690944,17.92991855,16.75678805,0.255932847,0.014664676,0.110381244,0.102041067,0.245388604,0,-1,0,0,0,,,,
Unknown 198,3,1,3,3,3,1,3,3,3,3,3,23.61850679,22.59490525,22.31244621,23.54588129,22.7757021,24.41537618,23.4948451,23.41116953,22.33739301,22.30593325,22.14136383,0.161281335,0.022798117,0.205415982,0.043870002,0.74360266,0,-1,0,1,0,,,,
Unknown 199,3,1,3,3,3,1,3,3,3,3,3,21.95656907,21.51081537,21.84197338,22.5033336,21.9241647,22.75754508,22.46743928,22.21889666,22.42998363,22.41580934,21.45995206,0.362554213,0.065634777,0.550775843,0.53939744,0.011025059,0,0,0,0,1,,,,
Unknown 200,3,1,3,3,3,1,3,3,3,3,3,23.46981815,23.01455936,23.24823811,23.7034969,22.95153869,23.35243516,23.80769395,23.20073302,23.65599182,23.37296798,22.91770919,0.318816035,0.164272145,0.318816035,0.164272145,0.164272145,0,0,0,0,0,,,,
Unknown 201,3,1,3,3,3,1,3,3,3,3,3,23.34870258,23.03899758,23.41486886,23.8881705,23.36190625,23.8614414,23.85669043,23.63080031,23.92604345,23.9489986,23.10387714,0.474235776,0.131587603,0.99117721,0.337484614,0.011322897,0,0,0,0,1,,,,
Unknown 202,3,1,3,3,3,1,3,3,3,3,3,22.63415427,22.56909944,21.70857691,21.5596513,21.75151094,22.42496706,21.19333029,21.56569294,21.21810267,21.28651678,21.74170011,0.894726526,0.669091674,0.020486332,0.323968989,0.200767588,0,0,1,0,0,,,,
Unknown 203,3,1,3,3,3,1,3,3,3,3,3,22.30024738,20.03787186,18.8130748,20.89869035,21.18550413,22.95154685,20.47450354,20.61194015,19.23483161,19.0118306,19.0597927,0.069600067,0.021605492,0.048881434,0.1140566,0.954509238,0,-1,1,0,0,,,,
Unknown 204,3,1,3,3,3,1,3,3,3,3,3,19.87988692,18.52203502,17.72984621,19.2788025,18.97006765,20.42857555,18.56288346,18.87024302,18.13118107,18.61761809,16.99207067,0.19279636,0.042541688,0.079444976,0.311439547,0.034265852,0,-1,0,0,1,,,,
Unknown 205,3,1,3,3,3,1,3,3,3,3,3,21.25352779,21.55736511,22.19940675,21.94553368,23.35954036,23.17556466,21.47350687,22.87740889,22.00576137,22.42408749,23.40383123,0.618140524,0.556383366,0.010827294,0.054375282,0.032743744,0,0,1,0,-1,,,,
Unknown 206,3,1,3,3,3,1,3,3,3,3,3,20.1116056,18.99201548,18.35649602,19.46617467,19.93424288,20.02943783,19.35015737,20.00144532,18.78770517,19.05865902,19.0646264,0.293035843,0.146318958,0.519383698,0.114106918,0.993575537,0,0,0,0,0,,,,
Unknown 207,3,1,3,3,3,1,3,3,3,3,3,19.77166531,19.80257146,19.33542443,19.30451827,20.00314434,19.69067979,19.65977364,18.9473277,18.91642155,18.5982277,18.62913386,0.969666162,0.957112691,0.969666162,0.957112691,0.957112691,0,0,0,0,0,,,,
Unknown 208,3,1,3,3,3,1,3,3,3,3,3,24.14863057,23.68705591,23.99817583,24.45975048,23.95311167,24.0852146,24.54678925,24.05210943,24.51368408,24.27533103,23.81375638,0.518470829,0.363950513,0.518470829,0.363950513,0.363950513,0,0,0,0,0,,,,
Unknown 209,3,1,3,3,3,1,3,3,3,3,3,24.62657685,24.52994386,24.29007377,24.16255919,24.94247119,25.70439576,23.95185495,24.77123335,23.82543846,24.03123739,24.14146282,0.844211413,0.714200335,0.001976892,0.01290674,0.751456987,0,0,1,1,0,,,,
Unknown 210,3,1,3,3,3,1,3,3,3,3,3,26.76432959,26.18287674,25.9202245,26.84110955,26.83381473,27.19659801,26.87545243,26.42319738,26.16190437,25.81218624,25.98127619,0.125965835,0.002074094,0.387149597,0.321333652,0.517646592,0,-1,0,0,0,,,,
Unknown 211,3,1,3,3,3,1,3,3,3,3,3,22.52637768,22.0047555,21.68321876,22.66210468,22.63957505,23.03162341,22.67025671,22.22975439,21.96165992,21.57850847,21.84676555,0.191308255,0.002031317,0.359340175,0.336764996,0.33647957,0,-1,0,0,0,,,,
Unknown 212,3,1,3,3,3,1,3,3,3,3,3,16.009597,14.40470922,15.01519657,14.65187062,15.6931657,17.87557429,14.7616896,15.0961934,15.19954706,15.19646419,15.17875513,0.142941768,0.629745806,0.008163771,0.890593225,0.981191479,0,0,1,0,0,,,,
Unknown 213,3,1,3,3,3,1,3,3,3,3,3,20.38207434,20.95419527,21.62514178,21.05302085,20.5075161,21.84742984,21.27530891,22.51105718,21.93893625,22.34208474,22.91420567,0.610366474,0.47276466,0.610366474,0.47276466,0.47276466,0,0,0,0,0,,,,
Unknown 214,3,1,3,3,3,1,3,3,3,3,3,14.85857646,14.81001705,14.68218336,14.73074277,15.14627884,14.69198323,14.74054264,14.89093899,14.9394984,15.08619182,15.03763241,0.942813636,0.919201414,0.942813636,0.919201414,0.919201414,0,0,0,0,0,,,,
Unknown 215,3,1,3,3,3,1,3,3,3,3,3,23.55047782,21.92257929,19.32975898,23.02193953,22.97104854,24.02256292,22.39928177,21.59795179,19.89164299,19.93449451,18.51017688,0.20570722,0.000525008,0.206939274,0.067417592,0.121643335,0,-1,0,0,0,,,,
Unknown 216,3,1,3,3,3,1,3,3,3,3,3,21.97349808,22.35205937,21.62926865,21.01834362,21.52549258,15.62147457,21.86185678,20.34266261,22.25425853,22.34879876,22.73304658,0.734056617,0.441239292,2.15E-05,0.024033189,0.626378323,0,0,-1,-1,0,,,,
Unknown 217,3,1,3,3,3,1,3,3,3,3,3,26.18995374,25.13323396,24.23822568,25.61847211,25.86396892,26.98715236,25.42835432,25.53418126,24.52046245,24.8519574,23.71914848,0.075224625,0.002626422,0.012213849,0.019614976,0.010347018,0,-1,1,1,1,,,,
Unknown 218,3,1,3,3,3,1,3,3,3,3,3,21.78504935,19.2745239,17.06261931,20.57480102,20.85760405,21.82191764,19.68877844,18.6619828,17.54742271,17.10487939,15.98535459,0.073145601,0.001417094,0.123263102,0.24764983,0.24562795,0,-1,0,0,0,,,,
Unknown 219,3,1,3,3,3,1,3,3,3,3,3,22.72045798,21.82863161,22.22406978,22.81694722,22.53386342,23.13435548,22.78487576,23.02229267,22.84587532,22.97198251,22.09893662,0.102454536,0.123117025,0.508701916,0.636057508,0.028448931,0,0,0,0,1,,,,
Unknown 220,3,1,3,3,3,1,3,3,3,3,3,21.04783258,20.18506664,20.4604113,21.40447074,21.0462511,21.65579231,21.2695248,21.20068617,21.23782314,21.33969908,20.39796282,0.106369416,0.016973603,0.456484086,0.918728423,0.017206852,0,-1,0,0,1,,,,
Unknown 221,3,1,3,3,3,1,3,3,3,3,3,22.37893695,21.4530978,19.77523119,22.29028338,21.80025464,23.88489552,21.80724091,20.84572135,20.95790108,21.4955488,20.54534395,0.403270992,0.004084867,0.070735641,0.88502114,0.230043846,0,-1,0,0,0,,,,
Unknown 222,3,1,3,3,3,1,3,3,3,3,3,21.64607313,25.28112696,19.99002781,20.92182394,21.22257755,24.2675561,21.25071681,21.68128478,21.71068611,23.67890396,21.86020642,0.00095676,0.17017361,0.004242899,0.964536071,0.012122927,-1,0,1,0,1,,,,
Unknown 223,3,1,3,3,3,1,3,3,3,3,3,20.64005351,18.1466069,16.06753476,19.54784426,19.06976512,20.14401616,18.76138467,18.29866308,17.02046988,16.64431167,16.40889104,0.156346952,0.00914049,0.422784175,0.297694601,0.845631717,0,-1,0,0,0,,,,
