Name,Count_-2_pre,Count_-6_pre,Count_-6_2,Count_-2_2,Count_-6_4,Count_-6_6,Count_-2_6,Count_-6_8,Count_-2_8,Count_-2_10,Count_-6_10,Mean_-2_pre,Mean_-6_pre,Mean_-6_2,Mean_-2_2,Mean_-6_4,Mean_-6_6,Mean_-2_6,Mean_-6_8,Mean_-2_8,Mean_-2_10,Mean_-6_10,P_value_A_-2_pre_vs_-6_pre,P_value_A_-6_2_vs_-2_2,P_value_A_-6_6_vs_-2_6,P_value_A_-6_8_vs_-2_8,P_value_A_-2_10_vs_-6_10,Flag_A_-2_pre_vs_-6_pre,Flag_A_-6_2_vs_-2_2,Flag_A_-6_6_vs_-2_6,Flag_A_-6_8_vs_-2_8,Flag_A_-2_10_vs_-6_10,,,,negaive means -6 is significantly larger
Unknown 224,3,1,3,3,3,1,3,3,3,3,3,21.98128161,21.92609107,21.83723682,21.89242736,21.91122225,22.01850229,22.07369283,21.53625673,21.59144727,21.27458913,21.21939858,0.903875169,0.864415861,0.903875169,0.864415861,0.864415861,0,0,0,0,0,,,,
Unknown 225,3,1,3,3,3,1,3,3,3,3,3,21.33261671,20.89148603,20.31796802,20.75205784,20.86363394,20.67396338,20.48793864,20.66182406,20.72276792,20.72452299,21.03017846,0.064848755,0.013550528,0.417801778,0.705315669,0.069914271,0,-1,0,0,0,,,,
Unknown 226,3,1,3,3,3,1,3,3,3,3,3,23.12499697,22.52799745,22.39474924,23.1898269,22.99621824,23.1545639,23.06575748,23.03860765,23.06919979,23.42057368,22.18855512,0.425981663,0.142386382,0.904901486,0.953579657,0.028737249,0,0,0,0,1,,,,
Unknown 227,3,1,3,3,3,1,3,3,3,3,3,20.97814513,20.80731987,20.00269728,20.72455271,21.11463222,20.52791,20.56792856,20.02438763,19.78257597,19.3977129,19.94694485,0.784274574,0.114114296,0.948814482,0.584872028,0.22253639,0,0,0,0,0,,,,
Unknown 228,3,1,3,3,3,1,3,3,3,3,3,23.67232125,23.31108234,22.50288316,24.18568838,23.35427928,25.40346561,23.95673877,22.46430383,22.23346322,22.31860495,21.91322977,0.797453074,0.10331927,0.310673166,0.816558163,0.68421416,0,0,0,0,0,,,,
Unknown 229,3,1,3,3,3,1,3,3,3,3,3,21.52607507,20.70052748,20.76787123,21.59341882,20.90114326,20.67177465,21.49732225,20.33908962,21.16463721,21.19330745,20.36775986,0.381791801,0.220983316,0.381791801,0.220983316,0.220983316,0,0,0,0,0,,,,
Unknown 230,3,1,3,3,3,1,3,3,3,3,3,22.92124805,22.4410178,21.72752987,22.96826832,22.76437041,22.65017886,22.61958927,22.12843247,22.13640029,21.88540867,21.68009392,0.268704693,0.000575233,0.942848289,0.978930283,0.498961623,0,-1,0,0,0,,,,
Unknown 231,3,1,3,3,3,1,3,3,3,3,3,24.93724305,24.38117441,23.15136853,24.9627696,24.41665896,25.29953731,24.40444234,24.10790478,23.77536545,23.5345027,22.86636158,0.262030909,4.53E-05,0.078733622,0.340420058,0.064720259,0,-1,0,0,0,,,,
Unknown 232,3,1,3,3,3,1,3,3,3,3,3,23.7020932,24.14453045,22.63156853,24.38409607,23.47330998,23.35733959,24.56119804,22.69646565,23.83274832,22.73568795,22.82894413,0.70505722,0.045010648,0.30921614,0.179460749,0.910002205,0,-1,0,0,0,,,,
Unknown 233,3,1,3,3,3,1,3,3,3,3,3,23.3014568,23.26609631,22.39896414,23.04327458,23.2702087,23.73883989,22.84987533,22.55084115,22.60323867,22.1491341,22.35455234,0.933993826,0.044136439,0.048979513,0.862256799,0.498996227,0,-1,1,0,0,,,,
Unknown 234,3,1,3,3,3,1,3,3,3,3,3,21.55956729,21.91651329,20.41789358,22.32898673,20.75686786,18.75732014,21.13753512,18.70856356,20.33333174,18.82711192,19.28253897,0.837271701,0.132024363,0.181618823,0.196468631,0.711311522,0,0,0,0,0,,,,
Unknown 235,3,1,3,3,3,1,3,3,3,3,3,21.89549807,22.3739962,20.82192547,22.46961614,21.93611438,21.25666122,22.55631181,20.93174999,21.32088188,20.35065578,20.99560816,0.686076552,0.060768328,0.279206125,0.642287817,0.443788127,0,0,0,0,0,,,,
Unknown 236,3,1,3,3,3,1,3,3,3,3,3,22.22819251,24.25313491,24.80137261,24.43733324,23.08150018,24.28106072,24.35916264,24.47817054,24.97909633,24.98174783,24.52862007,0.082507537,0.645755419,0.94424256,0.528151232,0.567850122,0,0,0,0,0,,,,
Unknown 237,3,1,3,3,3,1,3,3,3,3,3,23.74659556,24.32227032,24.40620953,24.64180561,23.82532425,17.27149693,24.56136077,22.77485554,24.74193165,24.62923735,24.16912608,0.492631269,0.689982168,5.47E-08,0.003302283,0.438858106,0,0,-1,-1,0,,,,
Unknown 238,3,1,3,3,3,1,3,3,3,3,3,25.69310293,26.76886295,26.24770592,26.30332333,25.9244353,25.91241489,26.17092963,25.72269998,25.96151731,25.29578595,25.7952002,0.156087222,0.915008782,0.726180109,0.647688608,0.343996364,0,0,0,0,0,,,,
Unknown 239,3,1,3,3,3,1,3,3,3,3,3,23.42663462,23.36220164,22.53067644,23.92503778,22.9199431,22.62161061,23.22903877,22.30311886,23.01712387,22.64238572,22.23324382,0.929321532,0.013093692,0.407589888,0.175696516,0.429783241,0,-1,0,0,0,,,,
Unknown 240,3,1,3,3,3,1,3,3,3,3,3,22.20678193,23.32452077,22.97844111,22.37543596,22.48140346,22.91552117,22.60293367,22.94728123,23.23439581,22.96268194,23.2623906,0.034756515,0.098511037,0.531091478,0.417636984,0.397897177,-1,0,0,0,0,,,,
Unknown 241,3,1,3,3,3,1,3,3,3,3,3,21.46841654,21.40122809,20.87517656,21.98725769,21.13935358,20.6923255,21.39166803,20.60483571,21.1278009,20.96792828,20.98787197,0.901881806,0.009008739,0.209517478,0.185599742,0.958718277,0,-1,0,0,0,,,,
Unknown 242,3,1,3,3,3,1,3,3,3,3,3,18.16430047,18.44034851,20.5129005,16.83906772,19.33117005,22.05840576,19.58990582,22.20243846,21.07358569,22.57881877,21.56745888,0.889482263,0.016196743,0.223644721,0.425677014,0.474634975,0,1,0,0,0,,,,
Unknown 243,3,1,3,3,3,1,3,3,3,3,3,24.50449126,24.23539543,23.91260612,24.18170195,24.00112183,23.9070727,24.17616853,23.35673607,23.6258319,23.51163535,23.24253953,0.741909382,0.641914895,0.741909382,0.641914895,0.641914895,0,0,0,0,0,,,,
Unknown 244,3,1,3,3,3,1,3,3,3,3,3,26.93729613,27.18159835,27.50461027,27.06751976,27.02193428,27.59321731,27.31006458,27.64273893,28.02952014,28.40186744,27.57015683,0.658959465,0.271073348,0.609313815,0.328322595,0.044454579,0,0,0,0,1,,,,
Unknown 245,3,1,3,3,3,1,3,3,3,3,3,19.83219557,21.86119958,23.05399129,21.31029287,21.08845339,23.57966878,22.32937707,23.50733511,23.29053024,23.60179295,22.82413872,0.103594421,0.051704938,0.304705424,0.79850583,0.365016763,0,0,0,0,0,,,,
Unknown 246,3,1,3,3,3,1,3,3,3,3,3,21.30177559,22.0546689,20.36043286,22.3175257,21.69890464,20.53337627,21.02771034,20.97195404,20.27845061,21.02692562,20.82387194,0.447428395,0.01051276,0.616276276,0.325059998,0.770439193,0,-1,0,0,0,,,,
Unknown 247,3,1,3,3,3,1,3,3,3,3,3,23.53067837,20.83657461,20.0886605,22.85502662,20.81035323,21.55632068,22.53706334,21.06725478,22.09891307,22.49612837,20.26426751,0.045096793,0.005824854,0.443296917,0.258775496,0.021273888,1,-1,0,0,1,,,,
Unknown 248,3,1,3,3,3,1,3,3,3,3,3,20.1038722,21.18877664,22.70843963,19.10047921,21.21146241,23.12767016,21.33649011,23.15497767,22.54717906,23.06523746,22.43708773,0.570723021,0.014153414,0.352949582,0.652725359,0.641963403,0,1,0,0,0,,,,
Unknown 249,3,1,3,3,3,1,3,3,3,3,3,20.69452798,20.37475498,20.27870941,21.56722857,20.13743905,20.33049628,20.86313188,20.74097342,20.79160878,21.49766344,20.35947698,0.705232319,0.041922339,0.530123666,0.932363107,0.068911466,0,-1,0,0,0,,,,
Unknown 250,3,1,3,3,3,1,3,3,3,3,3,23.30477797,23.21275597,23.38053525,22.51227127,23.54586144,24.59117467,23.60515823,24.29289216,23.90431153,24.31413187,23.4349484,0.895743099,0.093076013,0.171529644,0.437720049,0.089342137,0,0,0,0,0,,,,
Unknown 251,3,1,3,3,3,1,3,3,3,3,3,21.81066906,21.6834881,21.77500615,21.04796273,22.10702143,23.20850942,22.05832634,22.72710048,22.22286447,22.60254868,21.81049039,0.852022412,0.143423725,0.104179831,0.302693799,0.112875629,0,0,0,0,0,,,,
Unknown 252,3,1,3,3,3,1,3,3,3,3,3,22.65560238,22.85563105,23.38929674,21.68381983,23.16618539,24.54427606,23.28820452,24.35999944,23.81703051,24.51592086,23.47233932,0.837098446,0.021607793,0.206691594,0.433691117,0.141167057,0,1,0,0,0,,,,
Unknown 253,3,1,3,3,3,1,3,3,3,3,3,19.65589108,19.53807194,20.60863639,18.74309488,20.31462521,22.43744457,20.40845739,21.61720515,20.81041476,21.62568861,20.80277294,0.907236588,0.016417543,0.056834504,0.267434195,0.258317227,0,1,0,0,0,,,,
Unknown 254,3,1,3,3,3,1,3,3,3,3,3,21.04997705,20.8692861,21.1843664,19.87860247,21.30908653,22.60986313,21.31301829,22.18964847,21.391392,21.61329447,21.20139436,0.813635385,0.025009803,0.103148018,0.152344579,0.450587615,0,1,0,0,0,,,,
Unknown 255,3,1,3,3,3,1,3,3,3,3,3,22.07169716,20.9249545,21.44479245,22.59153511,21.21196791,21.0046613,22.15140396,20.95696005,22.10370272,21.97668279,20.82994012,0.263540706,0.120010927,0.263540706,0.120010927,0.120010927,0,0,0,0,0,,,,
Unknown 256,3,1,3,3,3,1,3,3,3,3,3,22.20294339,23.04605773,24.57955591,23.73644157,23.13250194,24.82186295,23.97874861,25.22736174,24.3842474,24.46979854,25.31291288,0.438483598,0.277215579,0.438483598,0.277215579,0.277215579,0,0,0,0,0,,,,
Unknown 257,3,1,3,3,3,1,3,3,3,3,3,23.38552135,23.64420302,24.26374873,23.65428282,23.71320399,17.59433555,24.05665645,23.36784155,24.15662381,24.12344339,24.6778984,0.749545373,0.29434865,2.06E-07,0.17912942,0.338814387,0,0,-1,0,0,,,,
Unknown 258,3,1,3,3,3,1,3,3,3,3,3,26.04918531,26.34556762,26.08554622,25.78916391,26.22762698,26.37307455,26.07669225,26.5716824,26.27530009,26.22985407,26.52623638,0.662019735,0.537546706,0.662019735,0.537546706,0.537546706,0,0,0,0,0,,,,
Unknown 259,3,1,3,3,3,1,3,3,3,3,3,22.46013421,23.1709257,23.94014884,23.33806464,23.04821727,16.85965932,23.60701644,22.87290246,23.97704577,24.04562002,24.30256153,0.382376009,0.297595562,1.02E-07,0.064778217,0.652601893,0,0,-1,0,0,,,,
Unknown 260,3,1,3,3,3,1,3,3,3,3,3,24.78187724,25.12455139,24.65993503,24.31726088,25.05846429,25.01174041,24.66906626,25.1464139,24.80373975,24.73828575,25.08095991,0.717198372,0.609149923,0.717198372,0.609149923,0.609149923,0,0,0,0,0,,,,
Unknown 261,3,1,3,3,3,1,3,3,3,3,3,20.10242118,21.04935516,22.34242983,21.39549585,21.10432724,22.64617106,21.69923707,22.95884221,22.01190822,22.03753665,22.98447064,0.434039224,0.272641743,0.434039224,0.272641743,0.272641743,0,0,0,0,0,,,,
Unknown 262,3,1,3,3,3,1,3,3,3,3,3,25.62347118,24.95271064,25.04189974,25.1637678,25.54003055,25.55765787,25.32470114,25.71317165,25.04064808,24.95610948,25.42084125,0.314562444,0.79339082,0.723540433,0.159638288,0.324151049,0,0,0,0,0,,,,
Unknown 263,3,1,3,3,3,1,3,3,3,3,3,23.30433848,23.60811783,23.38546783,23.08168848,23.49246187,23.66460245,23.3608231,23.88008777,23.57630842,23.49301633,23.79679568,0.644217469,0.514956429,0.644217469,0.514956429,0.514956429,0,0,0,0,0,,,,
Unknown 264,3,1,3,3,3,1,3,3,3,3,3,22.86036756,21.96421886,20.69520937,22.27017335,21.6898885,20.91460419,20.71020156,19.16987903,18.17117362,16.89304349,20.25323611,0.687207406,0.32258586,0.926665559,0.527093477,0.043636955,0,0,0,0,-1,,,,
Unknown 265,3,1,3,3,3,1,3,3,3,3,3,23.45648107,23.95849874,23.18172705,22.67970939,23.89845294,23.64019305,23.13817539,23.5987904,23.09677274,23.15924933,23.661267,0.717529024,0.609585671,0.717529024,0.609585671,0.609585671,0,0,0,0,0,,,,
Unknown 266,3,1,3,3,3,1,3,3,3,3,3,20.28536109,20.55482254,21.20161708,21.57571343,21.37026295,22.06861513,21.47595422,21.14322318,21.28086332,21.87827486,20.94797268,0.726625923,0.494564279,0.444917135,0.800449876,0.100033362,0,0,0,0,0,,,,
Unknown 267,3,1,3,3,3,1,3,3,3,3,3,22.04984688,22.48212269,22.0145464,21.58227058,22.39706429,22.65272809,22.22045228,22.58183673,22.14956091,22.2606364,22.69291222,0.666527528,0.543308517,0.666527528,0.543308517,0.543308517,0,0,0,0,0,,,,
Unknown 268,3,1,3,3,3,1,3,3,3,3,3,21.39905409,21.59536574,22.03814649,21.44342272,21.75358604,15.15307692,21.96373542,21.30658779,21.75139279,21.91715041,22.43960482,0.852953459,0.430986375,3.93E-06,0.554340189,0.488189898,0,0,-1,0,0,,,,
Unknown 269,3,1,3,3,3,1,3,3,3,3,3,21.83261273,22.34764977,21.57448819,21.05945116,22.2677611,22.27879367,21.76375664,22.17686433,21.66182729,21.71515491,22.23019195,0.706122364,0.594597118,0.706122364,0.594597118,0.594597118,0,0,0,0,0,,,,
Unknown 270,3,1,3,3,3,1,3,3,3,3,3,22.06735125,21.40774605,20.9781417,21.22867682,22.01365832,21.52136124,21.54772964,21.89123744,20.66997017,19.1632644,21.46752064,0.693926977,0.832326634,0.987420707,0.308891392,0.06372051,0,0,0,0,0,,,,
Unknown 271,3,1,3,3,3,1,3,3,3,3,3,22.88148028,23.32259598,23.18175627,22.74064057,23.22138663,23.63595733,23.19484163,23.71900015,23.27788445,23.26964506,23.71076076,0.566527936,0.419744472,0.566527936,0.419744472,0.419744472,0,0,0,0,0,,,,
Unknown 272,3,1,3,3,3,1,3,3,3,3,3,22.26443832,21.57027451,21.66873125,22.36289507,21.57780665,21.35813952,22.05230334,21.40802676,22.10219058,22.08503908,21.39087526,0.401485003,0.239987305,0.401485003,0.239987305,0.239987305,0,0,0,0,0,,,,
Unknown 273,3,1,3,3,3,1,3,3,3,3,3,20.18740566,19.19387341,19.30387932,19.30724865,20.14858103,20.37487936,19.64760799,20.41670859,18.89758242,17.93765281,19.95614412,0.471887007,0.997226706,0.597216656,0.129460738,0.04898391,0,0,0,0,-1,,,,
Unknown 274,3,1,3,3,3,1,3,3,3,3,3,24.83464509,24.31399212,24.52771463,24.58301002,24.76416398,24.80147801,24.67449458,24.98061293,24.53728807,24.3923057,24.88923236,0.296482728,0.87350541,0.796117322,0.211773581,0.163907019,0,0,0,0,0,,,,
Unknown 275,3,1,3,3,3,1,3,3,3,3,3,22.08405873,24.18091135,25.46603776,24.06049689,23.2066267,27.47009799,24.58543969,25.26216198,25.31544881,25.47645154,25.4093103,0.078876456,0.094356256,0.019567472,0.947358418,0.933702476,0,0,1,0,0,,,,
Unknown 276,3,1,3,3,3,1,3,3,3,3,3,24.92299222,26.99919948,28.22448413,26.88204637,26.05499221,30.26642496,27.3971039,28.08336954,28.12737099,28.25934442,28.27278181,0.078536481,0.105284223,0.018965302,0.95603418,0.9865668,0,0,1,0,0,,,,
Unknown 277,3,1,3,3,3,1,3,3,3,3,3,20.48810197,20.93315816,21.99669081,21.55163462,21.39544894,22.15582635,21.71077016,22.78171811,22.33666192,22.35597533,22.80103152,0.756364718,0.661260316,0.756364718,0.661260316,0.661260316,0,0,0,0,0,,,,
Unknown 278,3,1,3,3,3,1,3,3,3,3,3,21.5561915,22.59760933,22.80257542,21.336336,22.3817479,14.9243143,22.42854853,21.0877297,22.68164597,22.38167901,22.76311857,0.469874082,0.158837779,4.67E-05,0.127459227,0.706638234,0,0,-1,0,0,,,,
Unknown 279,3,1,3,3,3,1,3,3,3,3,3,21.95875752,21.58569171,21.67096698,22.0440328,21.95145468,21.87646741,22.24953322,21.86526014,22.23832595,21.80900064,21.43593483,0.553670206,0.404567562,0.553670206,0.404567562,0.404567562,0,0,0,0,0,,,,
Unknown 280,3,1,3,3,3,1,3,3,3,3,3,19.65281056,20.56917568,20.69810328,19.52217868,20.65007589,14.17528747,20.5906728,19.54264822,20.82953289,21.06147248,20.7883363,0.522144683,0.251555104,0.00023736,0.211194536,0.786321411,0,0,-1,0,0,,,,
Unknown 281,3,1,3,3,3,1,3,3,3,3,3,20.69523341,19.87357174,19.60226264,20.85017471,20.32249923,21.08481737,20.64520932,19.78454413,20.6702701,20.60784845,20.98827099,0.433227285,0.10225086,0.673094916,0.237449261,0.606073481,0,0,0,0,0,,,,
Unknown 282,3,1,3,3,3,1,3,3,3,3,3,18.92088256,22.50357928,22.66657933,22.02205179,21.67548088,22.50177916,22.16671774,22.19040608,22.55288371,22.73844852,22.73039263,0.064859255,0.62292458,0.856141932,0.781638854,0.995079465,0,0,0,0,0,,,,
Unknown 283,3,1,3,3,3,1,3,3,3,3,3,21.52849504,22.59760933,22.45136585,22.11045353,22.33752248,14.36729321,22.04714602,21.15703468,22.48952446,22.67680937,22.72788027,0.192181502,0.548810753,1.35E-08,0.028091733,0.928075986,0,0,-1,-1,0,,,,
Unknown 284,3,1,3,3,3,1,3,3,3,3,3,19.81159384,20.18353612,22.46029079,18.3299152,20.41095621,23.68838185,20.05100492,23.23508629,22.52522489,22.99036039,22.51587117,0.882303075,0.029869406,0.159216575,0.690027049,0.789535772,0,1,0,0,0,,,,
Unknown 285,3,1,3,3,3,1,3,3,3,3,3,20.97171906,23.28534398,23.90272501,22.90645565,22.10192708,23.94202763,23.4225683,24.08771044,23.98208436,24.1869882,24.13200137,0.059873327,0.237130313,0.657462549,0.898276487,0.946930698,0,0,0,0,0,,,,
Unknown 286,3,1,3,3,3,1,3,3,3,3,3,22.02001369,24.12577586,24.58622828,23.63404217,23.09746475,24.60221255,24.25975643,24.76418428,24.7370647,24.92486337,24.8027615,0.059914601,0.215439854,0.747792615,0.971231329,0.871057837,0,0,0,0,0,,,,
Unknown 287,3,1,3,3,3,1,3,3,3,3,3,23.65812258,23.20406243,22.30189249,22.75595264,23.39060958,22.68624846,23.14030862,22.85173282,23.30579297,23.47556108,23.02150092,0.418818019,0.257185672,0.418818019,0.257185672,0.257185672,0,0,0,0,0,,,,
Unknown 288,3,1,3,3,3,1,3,3,3,3,3,21.71770392,22.26489694,22.00990803,21.83974376,21.94845735,14.75519669,22.41327126,20.90112305,22.46326169,22.11838591,22.54430571,0.433373702,0.728609321,1.49E-09,0.004591051,0.389336454,0,0,-1,-1,0,,,,
Unknown 289,3,1,3,3,3,1,3,3,3,3,3,20.24649512,22.46690112,22.49510539,21.67765893,21.30548143,22.51749141,22.44603799,22.80640467,22.82651861,22.95006048,22.76515588,0.05865032,0.307113327,0.948915637,0.979650749,0.81475261,0,0,0,0,0,,,,
Unknown 290,3,1,3,3,3,1,3,3,3,3,3,25.20209874,25.09193063,24.84228979,24.81511598,25.08846996,24.6570671,25.26703288,25.02735697,25.34729062,25.39022863,25.18561823,0.727198021,0.902998001,0.065427339,0.162812556,0.364321195,0,0,0,0,0,,,,
Unknown 291,3,1,3,3,3,1,3,3,3,3,3,21.32260211,21.65733803,21.29511194,21.5567871,21.42264164,15.1489127,21.88654475,20.41168082,21.8537602,21.16514741,21.72197594,0.628248176,0.592717063,1.02E-08,0.007664953,0.261657002,0,0,-1,-1,0,,,,
Unknown 292,3,1,3,3,3,1,3,3,3,3,3,21.59959358,20.85395391,20.31825992,21.16448899,21.2359239,20.99367598,21.067636,21.05345551,20.75132027,20.10660696,20.73646098,0.245488654,0.069932255,0.906529117,0.500244987,0.168664697,0,0,0,0,0,,,,
Unknown 293,3,1,3,3,3,1,3,3,3,3,3,24.33722489,24.18766018,23.54389416,23.7187561,24.19130322,23.43540528,24.2843354,23.53079155,24.09195349,22.9665769,23.99396964,0.866929255,0.781891546,0.347452438,0.3790325,0.116039554,0,0,0,0,0,,,,
Unknown 294,3,1,3,3,3,1,3,3,3,3,3,17.71657395,23.80829028,22.99273353,21.19017205,19.66348469,22.6088099,21.96500439,24.57061214,23.5618388,23.75647648,24.58253487,0.002791968,0.16479745,0.718845799,0.428307503,0.515357917,-1,0,0,0,0,,,,
Unknown 295,3,1,3,3,3,1,3,3,3,3,3,25.58851957,25.20203358,24.57281878,25.17457827,25.29647023,24.62237138,25.36130955,24.83406068,25.11935164,24.27606978,24.90226424,0.533955942,0.17958623,0.241007294,0.516350562,0.163415936,0,0,0,0,0,,,,
Unknown 296,3,1,3,3,3,1,3,3,3,3,3,21.94491253,21.49744503,20.4673929,20.9148604,21.83196018,21.12646978,21.57393728,20.862785,21.3102525,21.86783083,21.42036332,0.487049301,0.328914265,0.487049301,0.328914265,0.328914265,0,0,0,0,0,,,,
Unknown 297,3,1,3,3,3,1,3,3,3,3,3,20.01841464,14.4263516,14.97183249,17.55577061,17.00658692,14.57950615,15.3478647,14.79593316,15.19097349,15.18626555,15.13033583,0.009138728,0.072442351,0.692972166,0.773824741,0.967508428,1,0,0,0,0,,,,
Unknown 298,3,1,3,3,3,1,3,3,3,3,3,20.9550923,20.70045112,20.96710906,21.22175024,20.54457862,21.25918687,21.51382805,21.68730145,21.94194263,22.49636599,22.24172481,0.646231914,0.517499244,0.646231914,0.517499244,0.517499244,0,0,0,0,0,,,,
Unknown 299,3,1,3,3,3,1,3,3,3,3,3,22.85945141,22.35937915,21.40043868,21.90051094,22.53335525,21.82230749,22.32237975,21.6674449,22.16751716,22.32570452,21.82563226,0.333090347,0.176562703,0.333090347,0.176562703,0.176562703,0,0,0,0,0,,,,
Unknown 300,3,1,3,3,3,1,3,3,3,3,3,22.0253201,21.18578735,19.77473045,21.31698087,21.32961308,20.12790474,21.18611458,20.16628846,20.69718362,19.5798125,19.99105448,0.300303406,0.012603574,0.195559292,0.352839561,0.469553036,0,-1,0,0,0,,,,
Unknown 301,3,1,3,3,3,1,3,3,3,3,3,16.7758264,18.75596206,21.00378616,16.884682,17.99289479,21.73688183,18.56319157,21.33318284,20.98747167,21.26042041,21.03471246,0.363696866,0.013408708,0.1525794,0.820605619,0.88225346,0,1,0,0,0,,,,
Unknown 302,3,1,3,3,3,1,3,3,3,3,3,20.77327458,17.76674889,16.05135984,19.44568994,18.60434022,17.08916972,17.44175165,16.86740616,16.28451114,16.2638947,16.273082,0.058328924,0.00466676,0.815263439,0.586181577,0.993125139,0,-1,0,0,0,,,,
Unknown 303,3,1,3,3,3,1,3,3,3,3,3,22.8491321,20.18815827,18.14180165,22.04920525,21.2746752,21.32672859,20.22308799,20.42426124,19.3522291,21.09438597,19.80377379,0.06383042,0.000670708,0.423464652,0.275305084,0.192317465,0,-1,0,0,0,,,,
Unknown 304,3,1,3,3,3,1,3,3,3,3,3,21.40771727,20.35158714,20.02553658,20.71071337,20.6573895,21.213861,20.41255898,20.80219727,20.37535015,21.22154778,20.09873531,0.163000447,0.198656064,0.284295379,0.416641406,0.042188143,0,0,0,0,1,,,,
Unknown 305,3,1,3,3,3,1,3,3,3,3,3,23.378193,23.72704851,23.60134584,24.22278797,23.51971325,24.27815664,23.91360475,23.80388045,23.92961041,23.87595555,23.27386117,0.595730027,0.190401068,0.579428526,0.78622231,0.2039182,0,0,0,0,0,,,,
Unknown 306,3,1,3,3,3,1,3,3,3,3,3,22.85097389,20.14226759,18.07861361,22.08784394,21.23016876,21.08774437,20.22878801,20.27061457,19.25195267,21.14326812,19.31686449,0.073347176,0.000877018,0.554012613,0.325240416,0.086489439,0,-1,0,0,0,,,,
Unknown 307,3,1,3,3,3,1,3,3,3,3,3,22.47199611,21.51273718,21.26252902,21.65897074,22.09740509,22.09676289,21.09146322,21.70367538,21.00170762,21.1092257,21.26256369,0.087540613,0.304932478,0.074478216,0.077860948,0.687762139,0,0,0,0,0,,,,
Unknown 308,3,1,3,3,3,1,3,3,3,3,3,21.82143892,20.45468025,20.71768638,21.70611888,21.09903717,21.81754902,20.95915338,20.85428976,21.06344951,21.37998463,21.77793399,0.088732914,0.082257633,0.273246945,0.701518236,0.468276784,0,0,0,0,0,,,,
Unknown 309,3,1,3,3,3,1,3,3,3,3,3,23.2642798,22.41106352,23.6663659,24.51958219,22.78496417,23.36569398,24.21891027,22.65353141,23.5067477,24.34329006,23.49007377,0.589808231,0.447662349,0.589808231,0.447662349,0.447662349,0,0,0,0,0,,,,
Unknown 310,3,1,3,3,3,1,3,3,3,3,3,22.8857734,17.06958667,17.71956141,20.11933699,19.69533485,17.2566671,18.45611843,17.58177163,17.83440755,17.87869239,17.81178931,0.036187035,0.203092717,0.646224001,0.890951307,0.971030383,1,0,0,0,0,,,,
Uracil,3,1,3,3,3,1,3,3,3,3,3,27.50605338,27.45508844,27.99931408,28.05027903,27.92818275,28.26789141,28.31885635,28.54449093,28.59545587,28.61402954,28.56306459,0.873209161,0.82150974,0.873209161,0.82150974,0.82150974,0,0,0,0,0,,,,
Uridine,3,1,3,3,3,1,3,3,3,3,3,26.25672347,26.17554096,26.73374611,26.81492862,26.63143314,26.99471696,27.07589947,27.24608246,27.32726497,27.3727117,27.29152919,0.813163685,0.738394623,0.813163685,0.738394623,0.738394623,0,0,0,0,0,,,,
