Name,Count_-6_pre,Count_-2_pre,Count_-6_2,Count_-2_2,Count_-2_4,Count_-6_4,Count_-6_6,Count_-2_6,Count_-6_8,Count_-2_8,Count_-2_10,Count_-6_10,Mean_-6_pre,Mean_-2_pre,Mean_-6_2,Mean_-2_2,Mean_-2_4,Mean_-6_4,Mean_-6_6,Mean_-2_6,Mean_-6_8,Mean_-2_8,Mean_-2_10,Mean_-6_10,P_value_A_-6_pre_vs_-2_pre,P_value_A_-6_2_vs_-2_2,P_value_A_-2_4_vs_-6_4,P_value_A_-6_6_vs_-2_6,P_value_A_-6_8_vs_-2_8,P_value_A_-2_10_vs_-6_10,Flag_A_-6_pre_vs_-2_pre,Flag_A_-6_2_vs_-2_2,Flag_A_-2_4_vs_-6_4,Flag_A_-6_6_vs_-2_6,Flag_A_-6_8_vs_-2_8,Flag_A_-2_10_vs_-6_10,,,,Negaive means -6 is significantly larger
Unknown 242,3,3,3,3,3,3,3,3,3,3,3,3,19.03348292,18.55727132,20.27409571,16.93284005,17.92003044,19.69250163,19.58768806,19.54418534,22.06502001,20.6823371,22.1630067,21.22466461,0.761893507,0.041821445,0.265262231,0.977896764,0.382393899,0.551596884,0,1,0,0,0,0,,,,
Unknown 243,3,3,3,3,3,3,3,3,3,3,3,3,24.86274056,24.84201441,23.44873457,24.50054105,25.43129172,24.3624534,24.32593037,24.20519862,23.3252553,23.12864562,22.95739132,23.03817721,0.978656283,0.182781341,0.176054638,0.876188222,0.799792917,0.916956524,0,0,0,0,0,0,,,,
Unknown 244,3,3,3,3,3,3,3,3,3,3,3,3,27.54058588,27.33026698,27.26580549,27.1612921,26.93006884,27.38326586,27.4548005,27.2643441,27.50532048,27.63827154,27.98605536,27.22736256,0.674119066,0.834249841,0.368109945,0.703264357,0.790150574,0.137703671,0,0,0,0,0,0,,,,
Unknown 245,3,3,3,3,3,3,3,3,3,3,3,3,20.83393054,20.22516642,22.81518651,21.4040652,18.16958251,21.44978496,20.95038406,22.28365659,23.36991665,22.89928165,23.18598088,22.48134445,0.707545546,0.387571757,0.051900218,0.413900118,0.771658982,0.664276085,0,0,0,0,0,0,,,,
Unknown 246,3,3,3,3,3,3,3,3,3,3,3,3,23.05864272,21.69474644,20.12162808,22.41129804,23.3228309,22.06023621,22.11499876,20.98198986,20.83453558,19.88720202,20.61111354,20.48107767,0.182382313,0.03010434,0.215835431,0.265232527,0.349693214,0.896927047,0,-1,0,0,0,0,,,,
Unknown 247,3,3,3,3,3,3,3,3,3,3,3,3,23.96011997,23.92364922,19.84985572,22.94879895,25.11694866,21.1716848,21.92282531,22.49134287,20.92983633,21.70766448,22.08031629,19.92147324,0.979754378,0.039389555,0.010548083,0.692893613,0.589501782,0.142106431,0,-1,1,0,0,0,,,,
Unknown 248,3,3,3,3,3,3,3,3,3,3,3,3,21.01991032,20.49684305,22.46963484,19.19425155,19.41320898,21.57279398,21.21721502,21.29076963,23.01755921,22.15593047,22.64942539,22.09429346,0.737855834,0.044514353,0.17490851,0.962417524,0.582172601,0.722471158,0,1,0,0,0,0,,,,
Unknown 249,3,3,3,3,3,3,3,3,3,3,3,3,21.65352114,21.08749883,20.03990463,21.6610009,21.93286122,20.49877062,20.81418882,20.8174114,20.60355497,20.40036019,21.08185137,20.01668271,0.376203443,0.016343354,0.031483816,0.995946564,0.74898376,0.102674454,0,-1,1,0,0,0,,,,
Unknown 250,3,3,3,3,3,3,3,3,3,3,3,3,23.11547334,23.69774881,23.14173047,22.6060436,23.29455847,23.90719302,23.98418259,23.55943775,24.1554737,23.51306293,23.89831979,23.09215413,0.389618469,0.4281151,0.365775665,0.52878885,0.343351166,0.236905265,0,0,0,0,0,0,,,,
Unknown 251,3,3,3,3,3,3,3,3,3,3,3,3,21.6401553,22.20363991,21.53620137,21.14173506,21.96473648,22.46835301,22.58178121,22.01260586,22.58968203,21.83161588,22.1867366,21.46769612,0.406470484,0.559701553,0.457477653,0.4018166,0.266862372,0.291646002,0,0,0,0,0,0,,,,
Unknown 252,3,3,3,3,3,3,3,3,3,3,3,3,22.4974074,23.04857322,23.15049196,21.77759216,22.49896141,23.52751697,23.60780164,23.24248404,24.22258099,23.42578191,24.10010878,23.12954505,0.552688936,0.146650682,0.272216938,0.693317316,0.392610364,0.299504678,0,0,0,0,0,0,,,,
Unknown 253,3,3,3,3,3,3,3,3,3,3,3,3,19.92283654,20.04886193,20.36983161,18.83686721,20.06728709,20.67595679,21.12976901,20.36273692,21.47978669,20.41916617,21.20987653,20.45997867,0.891666488,0.107046494,0.51251219,0.410423158,0.258082166,0.420811355,0,0,0,0,0,0,,,,
Unknown 254,3,3,3,3,3,3,3,3,3,3,3,3,20.22504038,21.4429479,20.94556162,19.9723748,21.1950404,21.6704181,21.70375357,21.26729781,22.05223002,21.00014341,21.1974824,20.85860009,0.095697362,0.178551515,0.504924047,0.540126754,0.147132504,0.633779111,0,0,0,0,0,0,,,,
Unknown 255,3,3,3,3,3,3,3,3,3,3,3,3,22.68104971,22.34660932,21.08671308,22.80458203,24.43235253,21.57329949,22.22468221,21.95283112,20.8820194,21.64997632,21.77498499,20.27303157,0.715865115,0.070633094,0.00434775,0.767221049,0.406047005,0.111129966,0,0,1,0,0,0,,,,
Unknown 256,3,3,3,3,3,3,3,3,3,3,3,3,21.01952472,22.38068102,24.52776252,23.6432025,18.49121943,23.49383351,21.75836528,23.96685166,24.928992,24.1539501,24.26145627,24.76264881,0.508038925,0.66625648,0.021028562,0.286438038,0.705381827,0.806690812,0,0,-1,0,0,0,,,,
Unknown 257,3,3,3,3,3,3,3,3,3,3,3,3,21.1120617,23.7784922,24.02494395,23.74805515,19.3185583,24.07453557,19.29313423,24.01093597,23.23042309,23.76537522,23.70763131,24.33510413,0.131350841,0.872495031,0.010250559,0.010795353,0.756684358,0.716391302,0,0,-1,-1,0,0,,,,
Unknown 258,3,3,3,3,3,3,3,3,3,3,3,3,25.66360925,26.60533458,25.83937039,25.8903073,26.26762214,26.58895856,26.11425444,26.08545671,26.58421468,25.73410076,25.73895832,26.25852578,0.106020273,0.928370101,0.571911979,0.959463814,0.142542291,0.363342045,0,0,0,0,0,0,,,,
Unknown 259,3,3,3,3,3,3,3,3,3,3,3,3,21.14016246,22.85310506,23.70134406,23.43183698,19.01257249,23.40954885,19.05242009,23.56129597,22.735484,23.58579718,23.62980795,23.95976726,0.296846698,0.868158072,0.011476582,0.009767592,0.601408944,0.838975925,0,0,-1,-1,0,0,,,,
Unknown 260,3,3,3,3,3,3,3,3,3,3,3,3,24.0446423,25.34724726,24.41104082,24.42112264,24.82254903,25.41979587,24.61674209,24.74572253,25.23283925,24.18864735,24.24145213,24.81918718,0.107659142,0.989786435,0.450981574,0.869948717,0.192885154,0.465736149,0,0,0,0,0,0,,,,
Unknown 261,3,3,3,3,3,3,3,3,3,3,3,3,19.05903791,20.30179164,22.19858229,21.39431094,17.09200334,21.46565882,20.12930572,21.72293482,22.72687366,21.71520972,21.74631391,22.51708703,0.474582216,0.642497016,0.017315632,0.36083679,0.559797922,0.656349751,0,0,-1,0,0,0,,,,
Unknown 262,3,3,3,3,3,3,3,3,3,3,3,3,25.06941552,26.01644203,24.80309495,25.25754014,26.11496802,25.90136212,25.58364662,25.27898067,25.57575319,24.64939949,24.5402974,25.07804698,0.157166787,0.490189841,0.744722661,0.642738241,0.166046874,0.415151627,0,0,0,0,0,0,,,,
Unknown 263,3,3,3,3,3,3,3,3,3,3,3,3,22.91351079,23.86201108,23.14920904,23.17291482,23.53913727,23.85379344,23.39422844,23.3737525,23.9108583,23.01687084,23.0245876,23.50661806,0.100439671,0.966292869,0.576118385,0.970883025,0.120398084,0.393838408,0,0,0,0,0,0,,,,
Unknown 264,3,3,3,3,3,3,3,3,3,3,3,3,20.15897521,23.25333841,20.45640459,22.36394568,21.26308276,22.05122008,21.49243497,20.66448109,19.03246058,17.77992503,16.47723142,19.91044184,0.112468491,0.319917244,0.678478751,0.663271773,0.511189775,0.080006161,0,0,0,0,0,0,,,,
Unknown 265,3,3,3,3,3,3,3,3,3,3,3,3,21.31900989,24.04840822,22.88412717,22.83227682,23.2457611,24.25978451,22.98845097,23.338162,23.90375266,22.26314343,22.68235948,23.3795505,0.053388146,0.969530394,0.457685716,0.796832033,0.233842124,0.608518497,0,0,0,0,0,0,,,,
Unknown 266,3,3,3,3,3,3,3,3,3,3,3,3,21.48517385,20.67833193,20.9628123,21.66948576,21.29000824,21.73159452,21.91377138,21.43023374,21.00580472,20.88961473,21.46246278,20.60517841,0.14085711,0.194784194,0.412794696,0.370499906,0.828267739,0.118712115,0,0,0,0,0,0,,,,
Unknown 267,3,3,3,3,3,3,3,3,3,3,3,3,21.35426402,22.68135259,21.76492307,21.68686147,22.92114499,22.75839587,22.49930432,22.16165179,22.72142109,21.4813095,21.88555373,22.30938853,0.18975545,0.937386553,0.869934217,0.734312677,0.219395479,0.670309872,0,0,0,0,0,0,,,,
Unknown 268,3,3,3,3,3,3,3,3,3,3,3,3,18.81260847,21.79202494,21.79934171,21.53719506,17.48163367,22.11491762,17.57345793,21.91801494,21.16916934,21.3601442,21.50133833,22.09681055,0.0729256,0.870304753,0.007556365,0.011540249,0.905307349,0.711054541,0,0,-1,-1,0,0,,,,
Unknown 269,3,3,3,3,3,3,3,3,3,3,3,3,20.11728504,22.46012659,21.2828023,21.2061046,22.3781914,22.62909267,21.92698479,21.80598687,22.42355024,20.88647434,21.30807237,21.87866814,0.10827495,0.956900023,0.85971145,0.932058031,0.284619001,0.688133378,0,0,0,0,0,0,,,,
Unknown 270,3,3,3,3,3,3,3,3,3,3,3,3,19.86541972,22.46032209,20.73933691,21.32244915,22.15509609,22.3749899,21.54368553,21.50200916,21.75381898,20.27872158,18.74745232,21.12472637,0.091252235,0.696066438,0.882725727,0.977690366,0.327214901,0.120069089,0,0,0,0,0,0,,,,
Unknown 271,3,3,3,3,3,3,3,3,3,3,3,3,23.12720208,23.51636511,22.91405502,22.86330936,23.98456714,23.58271821,23.63026341,23.06381443,23.77705554,22.69116201,22.8638031,23.35799636,0.572348813,0.941116473,0.559980512,0.412937941,0.123284759,0.474298684,0,0,0,0,0,0,,,,
Unknown 272,3,3,3,3,3,3,3,3,3,3,3,3,21.94665306,22.51971777,21.56332089,22.32327299,23.42532593,21.93913823,22.2033587,21.97155657,21.16362733,21.81792296,21.86835813,20.84894986,0.470790201,0.340866485,0.069459546,0.769470015,0.41104333,0.2047639,0,0,0,0,0,0,,,,
Unknown 273,3,3,3,3,3,3,3,3,3,3,3,3,18.94061421,20.58037651,19.06507454,19.40102099,21.02433643,20.5099126,20.19699128,19.60188751,20.27929014,18.50633383,17.52184073,19.61334984,0.220085537,0.79863046,0.696318037,0.651800746,0.186024085,0.121344018,0,0,0,0,0,0,,,,
Unknown 274,3,3,3,3,3,3,3,3,3,3,3,3,24.4388321,25.22761594,24.28890984,24.67678235,25.37663902,25.12549556,24.90040413,24.6287741,24.84319448,24.14603947,23.97649363,24.54643809,0.139238048,0.45932587,0.630709368,0.603253255,0.189060486,0.280076274,0,0,0,0,0,0,,,,
Unknown 275,3,3,3,3,3,3,3,3,3,3,3,3,22.14619234,22.47702957,25.22723298,24.15426922,19.42873732,23.56795827,23.10430106,24.53971921,25.12474352,24.92420022,25.06063946,25.06651603,0.873813036,0.607413601,0.05598668,0.492827986,0.923293233,0.997748552,0,0,0,0,0,0,,,,
Unknown 276,3,3,3,3,3,3,3,3,3,3,3,3,24.2934454,25.31596307,27.98567934,26.97581871,20.66838792,26.41632378,25.35275303,27.35138343,27.94595109,27.7361224,27.84353234,27.92998754,0.687105525,0.690764964,0.030987758,0.433320124,0.934017561,0.972785995,0,0,-1,0,0,0,,,,
Unknown 277,3,3,3,3,3,3,3,3,3,3,3,3,19.76954784,20.56629063,22.15863405,21.24465893,17.37241784,21.75678051,19.27998201,21.74501795,22.20854199,22.381171,22.13996753,22.25843299,0.701369504,0.660168552,0.043117865,0.241579883,0.933684625,0.954461993,0,0,-1,0,0,0,,,,
Unknown 278,3,3,3,3,3,3,3,3,3,3,3,3,19.659024,21.94916235,22.56377064,21.43010833,18.04418043,22.74307948,17.10460181,22.38282805,20.95031124,22.29039738,21.96586693,22.4203243,0.275390551,0.585690212,0.031097275,0.016707229,0.519870561,0.826578068,0,0,-1,-1,0,0,,,,
Unknown 279,3,3,3,3,3,3,3,3,3,3,3,3,21.71301891,22.11939828,21.58179398,21.98817335,22.72514997,22.31877059,21.98864206,22.39502143,21.58426984,21.99064921,21.44635425,21.03997488,0.610520394,0.610520394,0.610520394,0.610520394,0.610520394,0.610520394,0,0,0,0,0,0,,,,
Unknown 280,3,3,3,3,3,3,3,3,3,3,3,3,18.4084688,20.04578141,20.4592985,19.61595101,16.64974208,21.01140746,15.93982388,20.54495232,19.40522977,20.4382843,20.64566041,20.44554203,0.369081182,0.641533809,0.022518124,0.016626784,0.568930138,0.911844934,0,0,-1,-1,0,0,,,,
Unknown 281,3,3,3,3,3,3,3,3,3,3,3,3,21.15035897,21.08820426,19.36345786,20.94394705,22.07084569,20.68383081,20.63309195,20.59948884,19.64712567,20.27902151,20.19203638,20.64547672,0.944987388,0.088908302,0.132790238,0.970240402,0.485218549,0.615610783,0,0,0,0,0,0,,,,
Unknown 282,3,3,3,3,3,3,3,3,3,3,3,3,19.81485245,19.31385341,22.42777455,22.11582412,17.15401395,22.03681246,19.54089362,22.12099726,22.05298762,22.16163511,22.32263645,22.38759835,0.827047138,0.891752834,0.041599005,0.266533613,0.962190429,0.977387324,0,0,-1,0,0,0,,,,
Unknown 283,3,3,3,3,3,3,3,3,3,3,3,3,19.72974283,21.92146589,22.21256107,22.20422586,17.73095148,22.69885405,16.71463509,22.00142554,21.01961623,22.09827586,22.26099729,22.385086,0.257430942,0.996516379,0.014689528,0.009969003,0.573354706,0.948176931,0,0,-1,-1,0,0,,,,
Unknown 284,3,3,3,3,3,3,3,3,3,3,3,3,20.02013452,20.20456469,22.22148601,18.42368753,18.80919993,20.77228779,21.05717536,20.00528444,23.09766783,22.1339763,22.57454832,22.1730769,0.92729115,0.069658909,0.336107068,0.603745521,0.634273753,0.842593594,0,0,0,0,0,0,,,,
Unknown 285,3,3,3,3,3,3,3,3,3,3,3,3,21.09418745,21.36468991,23.66392023,23.00022798,18.13285403,22.46325866,21.25269133,23.37684782,23.95029199,23.59083577,23.77117612,23.7892071,0.889360331,0.733124458,0.033830134,0.280509609,0.853361063,0.99259985,0,0,-1,0,0,0,,,,
Unknown 286,3,3,3,3,3,3,3,3,3,3,3,3,21.33898145,22.41298453,24.3474235,23.7278145,17.99052391,23.45879632,21.49881694,24.21403595,24.62676583,24.34581611,24.50905129,24.45996723,0.634352015,0.783449972,0.021823334,0.235096881,0.900765986,0.982616719,0,0,-1,0,0,0,,,,
Unknown 287,3,3,3,3,3,3,3,3,3,3,3,3,23.67493634,23.9117561,22.33799646,22.57481622,23.66447911,23.42765935,23.0015491,23.23836886,22.69601949,22.93283925,22.98763771,22.75081794,0.583106171,0.583106171,0.583106171,0.583106171,0.583106171,0.583106171,0,0,0,0,0,0,,,,
Unknown 288,3,3,3,3,3,3,3,3,3,3,3,3,19.83367298,22.11067476,21.77110324,21.93351609,17.67009477,22.30978892,17.57583635,22.36755078,20.76370459,22.0720131,21.70257383,22.20151144,0.200997224,0.926060374,0.013119207,0.010721008,0.457323007,0.775741051,0,0,-1,-1,0,0,,,,
Unknown 289,3,3,3,3,3,3,3,3,3,3,3,3,20.09305416,20.63946597,22.25630061,21.77143127,17.17044894,21.66681301,20.01763833,22.40031751,22.66898621,22.43527002,22.5342484,22.42236161,0.775237556,0.799945327,0.025815217,0.220066164,0.902727925,0.953337983,0,0,-1,0,0,0,,,,
Unknown 290,3,3,3,3,3,3,3,3,3,3,3,3,25.39458843,25.52458889,24.69118643,24.82118689,25.46163343,25.33163298,25.10017311,25.23017357,24.85799004,24.9879905,24.97362048,24.84362003,0.558638013,0.558638013,0.558638013,0.558638013,0.558638013,0.558638013,0,0,0,0,0,0,,,,
Unknown 291,3,3,3,3,3,3,3,3,3,3,3,3,18.70581373,21.71557296,21.05630715,21.65055943,17.33044098,21.78397321,17.19578468,21.84082428,20.27426237,21.46251161,20.74933533,21.37918167,0.067695111,0.708907322,0.009231924,0.006936401,0.457348842,0.692390458,0,0,-1,-1,0,0,,,,
Unknown 292,3,3,3,3,3,3,3,3,3,3,3,3,20.54459547,21.99256443,20.07945513,21.25826133,22.32854207,21.59725548,21.27773409,21.02191552,20.91603706,20.36007168,19.69079488,20.39366671,0.0924934,0.166588597,0.38494813,0.759549561,0.507494001,0.403401866,0,0,0,0,0,0,,,,
Unknown 293,3,3,3,3,3,3,3,3,3,3,3,3,24.34586171,24.73019574,23.30508938,23.81252843,24.32141203,24.55263479,24.00973403,24.23861492,23.3933731,23.70070489,22.55076483,23.65117537,0.542028702,0.422134046,0.713053222,0.715824853,0.625355202,0.089252145,0,0,0,0,0,0,,,,
Unknown 294,3,3,3,3,3,3,3,3,3,3,3,3,21.21737402,18.10954479,22.75392875,21.28394438,18.78282237,20.02481627,20.77944113,21.91928392,24.43319368,23.1705902,23.34066441,24.2397406,0.083435718,0.401360204,0.477366951,0.513981501,0.470167706,0.606085848,0,0,0,0,0,0,,,,
Unknown 295,3,3,3,3,3,3,3,3,3,3,3,3,25.56111741,25.98149041,24.334014,25.26835061,26.05721439,25.6578018,25.29079514,25.31558908,24.69664222,24.72810305,23.86025771,24.55946997,0.452553429,0.102594819,0.475151188,0.964450359,0.954901025,0.216228921,0,0,0,0,0,0,,,,
Unknown 296,3,3,3,3,3,3,3,3,3,3,3,3,22.20613565,22.46109652,20.49112999,20.74609086,22.39642411,22.14146324,21.38983882,21.64479969,20.69470479,20.94966566,21.39227434,21.13731347,0.691874189,0.691874189,0.691874189,0.691874189,0.691874189,0.691874189,0,0,0,0,0,0,,,,
Unknown 297,3,3,3,3,3,3,3,3,3,3,3,3,17.16323629,20.41138549,14.73302771,17.64954295,20.73576623,17.3679185,17.37049441,15.30214423,14.65851471,14.79972489,14.77045347,14.78754156,0.129336699,0.171263026,0.116452218,0.327188559,0.946123664,0.99347513,0,0,0,0,0,0,,,,
Unknown 298,3,3,3,3,3,3,3,3,3,3,3,3,21.1693705,21.47845052,20.63461029,21.40921656,21.66885411,20.9059102,21.26763668,21.33384694,21.7007129,21.39986414,22.14156309,21.83792137,0.465809461,0.075570705,0.07978949,0.875185422,0.477641895,0.473607524,0,0,0,0,0,0,,,,
Unknown 299,3,3,3,3,3,3,3,3,3,3,3,3,21.05195039,23.20744196,21.09774616,22.05817101,22.87482924,22.89468682,22.0678693,22.41286577,21.6446604,21.6616346,21.86941247,21.52331797,0.021812431,0.285246685,0.982157345,0.698067924,0.984747787,0.697157351,-1,0,0,0,0,0,,,,
Unknown 300,3,3,3,3,3,3,3,3,3,3,3,3,21.56196256,22.41829095,19.53592567,21.4107532,22.60596157,21.69094466,21.13043721,21.1403941,20.02887001,20.30593503,19.16400042,19.6482602,0.306241904,0.031188759,0.275021317,0.990401955,0.738117828,0.559916755,0,-1,0,0,0,0,,,,
Unknown 301,3,3,3,3,3,3,3,3,3,3,3,3,18.30596983,17.16879725,20.76498138,16.97845433,15.5538848,18.35422637,19.09882759,18.5174711,21.19576438,20.59622308,20.84460834,20.69191819,0.532826085,0.045736479,0.132232636,0.749101079,0.741546314,0.93298875,0,1,0,0,0,0,,,,
Unknown 302,3,3,3,3,3,3,3,3,3,3,3,3,19.49139174,21.16624543,15.81255506,19.53946227,21.284733,18.9656718,18.90074126,17.39603118,16.72998771,15.89326255,15.84808262,15.93028773,0.315110373,0.031572869,0.168275019,0.36580996,0.612928665,0.960252815,0,-1,0,0,0,0,,,,
Unknown 303,3,3,3,3,3,3,3,3,3,3,3,3,21.85083994,23.24210295,17.90299687,22.14297759,23.32869976,21.63600678,20.55719538,20.17736751,20.28684279,18.96098051,20.67857389,19.46097952,0.220241355,0.000796604,0.138741274,0.734109385,0.242026173,0.281565937,0,-1,0,0,0,0,,,,
Unknown 304,3,3,3,3,3,3,3,3,3,3,3,3,21.50147662,21.80068812,19.7867318,20.80448571,22.23320812,21.01872107,21.60234589,20.3668385,20.66477882,19.98410156,20.8057357,19.75594104,0.658533257,0.141046826,0.081829146,0.076995319,0.318831255,0.129497502,0,0,0,0,0,0,,,,
Unknown 305,3,3,3,3,3,3,3,3,3,3,3,3,24.4303647,23.77116385,23.36254106,24.3165603,24.54800041,23.88104483,23.82083238,23.86788427,23.666462,23.53836182,23.46014348,22.9310669,0.226996275,0.085350754,0.221742854,0.930212757,0.811642752,0.329589698,0,0,0,0,0,0,,,,
Unknown 306,3,3,3,3,3,3,3,3,3,3,3,3,21.76499178,23.24394474,17.83980883,22.18161627,22.81100574,21.59150033,20.84596764,20.18306753,20.13319612,18.86070407,20.72745604,18.97407022,0.227317967,0.001309649,0.317127873,0.583789774,0.297005742,0.154837123,0,-1,0,0,0,0,,,,
Unknown 307,3,3,3,3,3,3,3,3,3,3,3,3,22.81430485,22.86496696,21.02372423,21.75274307,23.05432543,22.45873667,22.7727327,21.04574274,21.56625692,20.61045903,20.69341362,20.91976941,0.952740681,0.397338223,0.488177119,0.05234319,0.269703004,0.79131109,0,0,0,0,0,0,,,,
Unknown 308,3,3,3,3,3,3,3,3,3,3,3,3,22.23409135,22.21440976,20.4788816,21.79989122,23.14466423,21.46036875,22.11706672,20.9134329,20.7168713,20.67220092,20.96417255,21.43513972,0.981194447,0.122978829,0.052683617,0.158181358,0.957335353,0.574004177,0,0,0,0,0,0,,,,
Unknown 309,3,3,3,3,3,3,3,3,3,3,3,3,22.967483,23.59286818,23.70776523,24.33315041,23.55913097,22.93374579,23.74424838,24.36963356,22.50311344,23.12849862,23.85007133,23.22468615,0.564151668,0.564151668,0.564151668,0.564151668,0.564151668,0.564151668,0,0,0,0,0,0,,,,
Unknown 310,3,3,3,3,3,3,3,3,3,3,3,3,19.90229101,23.27874425,17.48075663,20.21310933,23.27960403,20.05666642,20.01154107,18.41039795,17.44435317,17.44315895,17.46288031,17.46899504,0.152104631,0.24300026,0.170812327,0.489781037,0.9995869,0.997884817,0,0,0,0,0,0,,,,
Uracil,3,3,3,3,3,3,3,3,3,3,3,3,28.21764232,27.81663782,27.75870156,28.1458591,28.37794413,28.28951432,28.00131604,28.21141389,28.32947958,28.28180018,28.26292523,28.15556256,0.104189484,0.116032355,0.712834475,0.38500745,0.842538384,0.655200728,0,0,0,0,0,0,,,,
Uridine,3,3,3,3,3,3,3,3,3,3,3,3,26.94601855,26.57064735,26.50728406,26.89635822,27.12882146,26.99276472,26.76031308,26.96089097,27.00453914,27.04014125,27.01345247,26.89218207,0.138771517,0.125556202,0.584008197,0.421268637,0.885737236,0.625300612,0,0,0,0,0,0,,,,
